match_id,minute,period,home_team,away_team,home_score,away_score,stage,detected_type,player,team,llm_commentary,model,generated_at
3942819,12,1,Netherlands,England,0,0,Semi-finals,Shot (Saved),Harry Kane,England,[Shot Saved] Attempt saved. Harry Kane's right footed shot from the edge of the box denied by Bart Verbruggen.,gpt-4o-mini,2025-12-09T17:29:48.297625
3942819,13,1,Netherlands,England,0,0,Semi-finals,Yellow Card,Denzel Dumfries,Netherlands,[Yellow Card] Denzel Dumfries (Netherlands) receives a yellow card for a foul on Harry Kane (England).,gpt-4o-mini,2025-12-09T17:29:49.528188
3942819,17,1,Netherlands,England,0,1,Semi-finals,Goal,Harry Kane,England,"[Goal] Goal! Netherlands 0, England 1. Harry Kane scores with a right-footed shot from the centre of the box.",gpt-4o-mini,2025-12-09T17:29:51.005127
3942819,18,1,Netherlands,England,0,1,Semi-finals,General,Denzel Dumfries,Netherlands,[General] Netherlands dominating midfield with 100% possession so far.,gpt-4o-mini,2025-12-09T17:29:51.969752
3942819,19,1,Netherlands,England,0,1,Semi-finals,General,Nathan Aké,Netherlands,"[General] Netherlands dominating play, controlling possession for the last two minutes.",gpt-4o-mini,2025-12-09T17:29:53.032786
3942819,20,1,Netherlands,England,0,1,Semi-finals,General,Marc Guehi,England,"[General] England firmly in control, dominating midfield with 78.3% possession. Phil Foden leading the charge.",gpt-4o-mini,2025-12-09T17:29:54.658310
3942819,21,1,Netherlands,England,0,1,Semi-finals,General,Nathan Aké,Netherlands,"[General] England dominating possession with 75%, controlling the midfield for 2 minutes.",gpt-4o-mini,2025-12-09T17:29:55.657364
3942819,22,1,Netherlands,England,0,1,Semi-finals,Shot (Saved),Phil Foden,England,[Shot Saved] Attempt saved. Phil Foden's right footed shot from the six yard box denied by Bart Verbruggen.,gpt-4o-mini,2025-12-09T17:29:57.955016
3942819,23,1,Netherlands,England,0,1,Semi-finals,Injury,Bart Verbruggen,Netherlands,"[Injury] Bart Verbruggen (Netherlands) is down with an injury, receiving medical attention.",gpt-4o-mini,2025-12-09T17:29:59.168694
3942819,23,1,Netherlands,England,0,1,Semi-finals,Injury,Jordan Pickford,England,[Injury] Injury concern for England as Jordan Pickford is down.,gpt-4o-mini,2025-12-09T17:30:00.272118
3942819,24,1,Netherlands,England,0,1,Semi-finals,General,Virgil van Dijk,Netherlands,"[General] England dominating with 98.4% possession, controlling midfield effectively. Kyle Walker leading the charge.",gpt-4o-mini,2025-12-09T17:30:01.755164
3942819,25,1,Netherlands,England,0,1,Semi-finals,General,Kieran Trippier,England,"[General] Netherlands dominating midfield, holding 100% possession, mainly through Denzel Dumfries.",gpt-4o-mini,2025-12-09T17:30:02.979832
3942819,26,1,Netherlands,England,0,1,Semi-finals,General,Virgil van Dijk,Netherlands,"[General] Netherlands dominating play, holding 100% possession in the attacking third for 2 minutes. Virgil van Dijk leading the charge with 10 events.",gpt-4o-mini,2025-12-09T17:30:04.994827
3942819,27,1,Netherlands,England,0,1,Semi-finals,General,Bart Verbruggen,Netherlands,"[General] England dominating midfield, controlling 68% possession. Netherlands struggling to keep up.",gpt-4o-mini,2025-12-09T17:30:09.533543
3942819,28,1,Netherlands,England,0,1,Semi-finals,Shot (Blocked),Donyell Malen,Netherlands,[Shot Blocked] Attempt blocked. Donyell Malen's left footed shot from the center of the box denied by Marc Guehi.,gpt-4o-mini,2025-12-09T17:30:10.917398
3942819,29,1,Netherlands,England,0,1,Semi-finals,Shot (Post),Denzel Dumfries,Netherlands,[Shot Missed] Denzel Dumfries hits the post with a header from the center of the box!,gpt-4o-mini,2025-12-09T17:30:12.608665
3942819,30,1,Netherlands,England,0,1,Semi-finals,General,Bukayo Saka,England,"[General] England dominating the midfield, controlling 100% possession so far. Phil Foden is highly active with 8 events.",gpt-4o-mini,2025-12-09T17:30:13.931126
3942819,31,1,Netherlands,England,0,1,Semi-finals,Shot (Post),Phil Foden,England,[Shot Missed] Attempt hits the post! Phil Foden's left-footed shot from the edge of the box.,gpt-4o-mini,2025-12-09T17:30:15.419987
3942819,32,1,Netherlands,England,0,1,Semi-finals,Foul,Phil Foden,England,[Foul] Foul by Tijjani Reijnders (Netherlands) on Phil Foden (England) in the attacking third.,gpt-4o-mini,2025-12-09T17:30:16.999737
3942819,33,1,Netherlands,England,0,1,Semi-finals,Injury,Memphis Depay,Netherlands,[Injury] Injury concern for the Netherlands as Memphis Depay goes down.,gpt-4o-mini,2025-12-09T17:30:18.106966
3942819,33,1,Netherlands,England,0,1,Semi-finals,Injury,Jordan Pickford,England,[Injury] Injury concern for England as Jordan Pickford is down.,gpt-4o-mini,2025-12-09T17:30:19.204212
3942819,34,1,Netherlands,England,0,1,Semi-finals,Substitution,Memphis Depay,Netherlands,[Substitution] Substitution for the Netherlands. Memphis Depay is replaced by Joey Veerman due to injury.,gpt-4o-mini,2025-12-09T17:30:22.092948
3942819,35,1,Netherlands,England,0,1,Semi-finals,General,Declan Rice,England,"[General] England dominating possession with 100% control, particularly in midfield.",gpt-4o-mini,2025-12-09T17:30:23.287477
3942819,36,1,Netherlands,England,0,1,Semi-finals,General,Bukayo Saka,England,"[General] England dominating play, controlling midfield with 67.7% possession. Jude Bellingham pivotal in the last 2 minutes.",gpt-4o-mini,2025-12-09T17:30:24.518199
3942819,37,1,Netherlands,England,0,1,Semi-finals,General,Phil Foden,England,"[General] England dominating midfield with 100% possession, led by Declan Rice for three minutes.",gpt-4o-mini,2025-12-09T17:30:26.042266
3942819,38,1,Netherlands,England,0,1,Semi-finals,Shot (Saved),Phil Foden,England,[Shot Saved] Attempt saved. Phil Foden's left-footed strike from the edge of the box denied by Bart Verbruggen.,gpt-4o-mini,2025-12-09T17:30:27.610502
3942819,39,1,Netherlands,England,0,1,Semi-finals,General,Marc Guehi,England,"[General] England holds a slight edge in possession, 52% to Netherlands' 48%.",gpt-4o-mini,2025-12-09T17:30:28.697666
3942819,40,1,Netherlands,England,0,1,Semi-finals,Shot (Blocked),Kobbie Mainoo,England,[Shot Blocked] Attempt blocked. Kobbie Mainoo's right-footed shot from the edge of the box denied by Nathan Aké.,gpt-4o-mini,2025-12-09T17:30:30.042037
3942819,41,1,Netherlands,England,0,1,Semi-finals,General,Kyle Walker,England,"[General] Netherlands dominating possession with 73.1%, controlling the midfield.",gpt-4o-mini,2025-12-09T17:30:31.022359
3942819,42,1,Netherlands,England,0,1,Semi-finals,General,Stefan de Vrij,Netherlands,"[General] England asserting dominance, controlling midfield with 100% possession. John Stones highly active with 12 events.",gpt-4o-mini,2025-12-09T17:30:32.340916
3942819,43,1,Netherlands,England,0,1,Semi-finals,General,Jude Bellingham,England,"[General] England dominating play with 100% possession, controlling midfield for 2 minutes. Kyle Walker leading the charge.",gpt-4o-mini,2025-12-09T17:30:33.604805
3942819,44,1,Netherlands,England,0,1,Semi-finals,General,Tijjani Reijnders,Netherlands,"[General] Even midfield battle continues, England slightly edging possession as Nathan Aké leads with six events.",gpt-4o-mini,2025-12-09T17:30:35.068141
3942819,45,1,Netherlands,England,0,1,Semi-finals,General,Joey Veerman,Netherlands,"[General] Netherlands in complete control with 100% possession, dominating midfield play. Joey Veerman very active with 17 events.",gpt-4o-mini,2025-12-09T17:30:36.356713
3942819,46,1,Netherlands,England,0,1,Semi-finals,General,Virgil van Dijk,Netherlands,"[General] Netherlands controlling the game, dominating midfield for the last two minutes.",gpt-4o-mini,2025-12-09T17:30:37.504864
3942819,47,1,Netherlands,England,0,1,Semi-finals,General,Denzel Dumfries,Netherlands,"[General] Netherlands dominating in attack, controlling possession for the last 3 minutes. Nathan Aké involved in 8 key events.",gpt-4o-mini,2025-12-09T17:30:38.702035
3942819,48,1,Netherlands,England,0,1,Semi-finals,General,,Netherlands,"[General] England firmly in control, dominating possession in their defensive third for the last 8 minutes.",gpt-4o-mini,2025-12-09T17:30:40.560177
3942819,45,2,Netherlands,England,0,1,Semi-finals,Kick Off,,Netherlands,[Kick Off] The second half is underway in this Semi-Final clash!,gpt-4o-mini,2025-12-09T17:30:41.402686
3942819,45,2,Netherlands,England,0,1,Semi-finals,Substitution,Kieran Trippier,England,[Substitution] Substitution for England. Luke Shaw replaces Kieran Trippier for tactical reasons.,gpt-4o-mini,2025-12-09T17:30:42.707292
3942819,45,2,Netherlands,England,0,1,Semi-finals,Substitution,Donyell Malen,Netherlands,[Substitution] Substitution for Netherlands. Wout Weghorst replaces Donyell Malen for tactical reasons.,gpt-4o-mini,2025-12-09T17:30:43.906075
3942819,46,2,Netherlands,England,0,1,Semi-finals,Free Kick,John Stones,England,[Foul] Foul by Netherlands on John Stones (England) in midfield.,gpt-4o-mini,2025-12-09T17:30:45.940676
3942819,47,2,Netherlands,England,0,1,Semi-finals,General,John Stones,England,"[General] England dominating possession with 67.7%, controlling play in their defensive third.",gpt-4o-mini,2025-12-09T17:30:47.831180
3942819,48,2,Netherlands,England,0,1,Semi-finals,Free Kick,Stefan de Vrij,Netherlands,[Foul] Foul by Luke Shaw (England) on Xavi Simons (Netherlands). Free kick awarded in midfield.,gpt-4o-mini,2025-12-09T17:30:49.152488
3942819,49,2,Netherlands,England,0,1,Semi-finals,Free Kick,Denzel Dumfries,Netherlands,[Foul] Foul by Bukayo Saka (England) on Denzel Dumfries (Netherlands). Free kick awarded on the left wing.,gpt-4o-mini,2025-12-09T17:30:50.634975
3942819,50,2,Netherlands,England,0,1,Semi-finals,Free Kick,Virgil van Dijk,Netherlands,[Foul] Foul by Bukayo Saka (England) on Virgil van Dijk (Netherlands) in the defensive half.,gpt-4o-mini,2025-12-09T17:30:52.007355
3942819,51,2,Netherlands,England,0,1,Semi-finals,Free Kick,Bart Verbruggen,Netherlands,[Foul] Foul by Declan Rice (England) on Bart Verbruggen (Netherlands) in the defensive half.,gpt-4o-mini,2025-12-09T17:30:53.050855
3942819,52,2,Netherlands,England,0,1,Semi-finals,General,Jude Bellingham,England,"[General] England asserting dominance with 100% possession, controlling midfield play.",gpt-4o-mini,2025-12-09T17:30:54.253120
3942819,53,2,Netherlands,England,0,1,Semi-finals,Foul,Tijjani Reijnders,Netherlands,[Foul] Foul by Declan Rice (England) on Tijjani Reijnders (Netherlands) in midfield.,gpt-4o-mini,2025-12-09T17:30:55.614458
3942819,54,2,Netherlands,England,0,1,Semi-finals,General,Bart Verbruggen,Netherlands,"[General] Netherlands in control with 93.3% possession, dominating the midfield.",gpt-4o-mini,2025-12-09T17:30:56.656531
3942819,55,2,Netherlands,England,0,1,Semi-finals,General,Kyle Walker,England,"[General] Even midfield battle continues, England slightly edging possession at 54.5%.",gpt-4o-mini,2025-12-09T17:30:57.746140
3942819,56,2,Netherlands,England,0,1,Semi-finals,General,John Stones,England,"[General] England asserting dominance with 100% possession, controlling the midfield.",gpt-4o-mini,2025-12-09T17:30:59.684457
3942819,57,2,Netherlands,England,0,1,Semi-finals,General,Stefan de Vrij,Netherlands,"[General] England dominating midfield with 100% possession, controlling the game for 2 minutes. Marc Guehi leading with 9 events.",gpt-4o-mini,2025-12-09T17:31:01.022094
3942819,58,2,Netherlands,England,0,1,Semi-finals,General,Luke Shaw,England,"[General] England dominating possession with 68.4%, controlling the midfield for 3 minutes.",gpt-4o-mini,2025-12-09T17:31:01.982731
3942819,59,2,Netherlands,England,0,1,Semi-finals,General,Cody Mathès Gakpo,Netherlands,"[General] England in complete control, dominating midfield for the last four minutes.",gpt-4o-mini,2025-12-09T17:31:03.075214
3942819,60,2,Netherlands,England,0,1,Semi-finals,General,Kyle Walker,England,"[General] England dominant in midfield, controlling play for the last five minutes. 77.8% possession.",gpt-4o-mini,2025-12-09T17:31:04.185042
3942819,61,2,Netherlands,England,0,1,Semi-finals,Foul,Jerdy Schouten,Netherlands,[Foul] Foul by Phil Foden (England) on Jerdy Schouten (Netherlands) in defensive half.,gpt-4o-mini,2025-12-09T17:31:05.352050
3942819,62,2,Netherlands,England,0,1,Semi-finals,Free Kick,Stefan de Vrij,Netherlands,[Foul] Foul by Declan Rice (England) on Stefan de Vrij (Netherlands). Free kick awarded in the defensive half.,gpt-4o-mini,2025-12-09T17:31:06.688036
3942819,63,2,Netherlands,England,0,1,Semi-finals,Foul,Xavi Simons,Netherlands,[Foul] Foul by Marc Guehi (England) on Xavi Simons (Netherlands) on the left wing.,gpt-4o-mini,2025-12-09T17:31:08.090148
3942819,64,2,Netherlands,England,0,1,Semi-finals,Shots (Pressure),Denzel Dumfries,Netherlands,"[Shots] Pressure from the Netherlands, two attempts in quick succession. Van Dijk's shot saved, Dumfries heads off target.",gpt-4o-mini,2025-12-09T17:31:09.425471
3942819,65,2,Netherlands,England,0,1,Semi-finals,Foul,John Stones,England,[Foul] Foul by Wout Weghorst (Netherlands) on John Stones (England) in midfield.,gpt-4o-mini,2025-12-09T17:31:10.650561
3942819,66,2,Netherlands,England,0,1,Semi-finals,Free Kick,John Stones,England,[Foul] Foul by Netherlands on John Stones (England) in midfield.,gpt-4o-mini,2025-12-09T17:31:12.120402
3942819,67,2,Netherlands,England,0,1,Semi-finals,General,Jordan Pickford,England,"[General] Netherlands dominating midfield with 100% possession, led by Jerdy Schouten's involvement.",gpt-4o-mini,2025-12-09T17:31:13.318222
3942819,68,2,Netherlands,England,0,1,Semi-finals,Corner,Joey Veerman,Netherlands,"[Corner] Corner for Netherlands, delivered by Joey Veerman. Conceded by Jordan Pickford.",gpt-4o-mini,2025-12-09T17:31:15.131240
3942819,69,2,Netherlands,England,0,1,Semi-finals,Free Kick,John Stones,England,[Foul] Foul by Denzel Dumfries (Netherlands) on John Stones (England) in midfield.,gpt-4o-mini,2025-12-09T17:31:16.517727
3942819,70,2,Netherlands,England,0,1,Semi-finals,General,Nathan Aké,Netherlands,"[General] Netherlands controlling the game with 100% possession, Xavi Simons pivotal in midfield.",gpt-4o-mini,2025-12-09T17:31:18.042360
3942819,71,2,Netherlands,England,0,1,Semi-finals,Yellow Card,Jude Bellingham,England,[Yellow Card] Jude Bellingham (England) shown a yellow card for a foul on Stefan de Vrij (Netherlands).,gpt-4o-mini,2025-12-09T17:31:19.387267
3942819,72,2,Netherlands,England,0,1,Semi-finals,Free Kick,Kyle Walker,England,[Foul] Foul by Cody Mathès Gakpo (Netherlands) on Kobbie Mainoo (England). Free kick awarded.,gpt-4o-mini,2025-12-09T17:31:20.654216
3942819,73,2,Netherlands,England,0,1,Semi-finals,Free Kick,Marc Guehi,England,[Foul] Free kick awarded to Netherlands after a foul by Marc Guehi on Wout Weghorst.,gpt-4o-mini,2025-12-09T17:31:21.919397
3942819,74,2,Netherlands,England,0,1,Semi-finals,General,Tijjani Reijnders,Netherlands,"[General] Netherlands dominating midfield with 100% possession, Tijjani Reijnders leading the charge.",gpt-4o-mini,2025-12-09T17:31:23.289537
3942819,75,2,Netherlands,England,0,1,Semi-finals,General,Cody Mathès Gakpo,Netherlands,"[General] Netherlands in control, dominating the attacking third for 2 minutes. Joey Veerman very active.",gpt-4o-mini,2025-12-09T17:31:24.454457
3942819,76,2,Netherlands,England,0,1,Semi-finals,Shots (Pressure),Xavi Simons,Netherlands,"[Shots] Netherlands applying pressure with two attempts: Weghorst's shot blocked, Simons' effort saved by Pickford.",gpt-4o-mini,2025-12-09T17:31:25.644711
3942819,77,2,Netherlands,England,0,1,Semi-finals,General,Jordan Pickford,England,"[General] England dominating possession, controlling the midfield with 100%. Luke Shaw highly active.",gpt-4o-mini,2025-12-09T17:31:30.436532
3942819,78,2,Netherlands,England,0,1,Semi-finals,General,Kyle Walker,England,"[General] England dominating midfield with 100% possession, led by Declan Rice for 2 minutes.",gpt-4o-mini,2025-12-09T17:31:31.556406
3942819,79,2,Netherlands,England,0,1,Semi-finals,Substitution,Phil Foden,England,"[Substitution] Double change for England. Cole Palmer replaces Phil Foden, and Ollie Watkins comes on for Harry Kane.",gpt-4o-mini,2025-12-09T17:31:33.486612
3942819,79,2,Netherlands,England,0,1,Semi-finals,Substitution,Harry Kane,England,[Substitution] Double change for England. Ollie Watkins and Phil Foden replace Harry Kane.,gpt-4o-mini,2025-12-09T17:31:35.392882
3942819,80,2,Netherlands,England,0,1,Semi-finals,Free Kick,Virgil van Dijk,Netherlands,[Foul] Foul by Bukayo Saka (England) on Virgil van Dijk (Netherlands). Free kick awarded in defensive half.,gpt-4o-mini,2025-12-09T17:31:36.795531
3942819,81,2,Netherlands,England,0,1,Semi-finals,General,Jude Bellingham,England,[General] England dominating possession with 100% control in midfield.,gpt-4o-mini,2025-12-09T17:31:37.737383
3942819,82,2,Netherlands,England,0,1,Semi-finals,General,Tijjani Reijnders,Netherlands,[General] Netherlands dominating possession with 84% as they control the midfield.,gpt-4o-mini,2025-12-09T17:31:38.986888
3942819,83,2,Netherlands,England,0,1,Semi-finals,Foul,Cody Mathès Gakpo,Netherlands,[Foul] Foul by Kyle Walker (England) on Cody Gakpo (Netherlands) near the box.,gpt-4o-mini,2025-12-09T17:31:40.264643
3942819,84,2,Netherlands,England,0,1,Semi-finals,Free Kick,Luke Shaw,England,[Foul] Foul by Kobbie Mainoo (England) on Denzel Dumfries (Netherlands). Free kick awarded on the right wing.,gpt-4o-mini,2025-12-09T17:31:41.566253
3942819,85,2,Netherlands,England,0,1,Semi-finals,Yellow Card,Bukayo Saka,England,[Yellow Card] Bukayo Saka (England) receives a yellow card for a foul on Cody Gakpo (Netherlands).,gpt-4o-mini,2025-12-09T17:31:43.145020
3942819,86,2,Netherlands,England,0,1,Semi-finals,Yellow Card,Virgil van Dijk,Netherlands,[Yellow Card] Virgil van Dijk (Netherlands) shown a yellow card for a late challenge.,gpt-4o-mini,2025-12-09T17:31:44.414666
3942819,87,2,Netherlands,England,0,1,Semi-finals,Shot (Off T),Cole Palmer,England,[Shot Missed] Attempt missed. Cole Palmer's left footed shot from the centre of the box goes wide.,gpt-4o-mini,2025-12-09T17:31:45.657445
3942819,88,2,Netherlands,England,0,1,Semi-finals,Free Kick,Declan Rice,England,[Foul] Foul by Cody Mathès Gakpo (Netherlands) on Marc Guehi (England). Free kick awarded in England's defensive half.,gpt-4o-mini,2025-12-09T17:31:46.941134
3942819,89,2,Netherlands,England,0,1,Semi-finals,Free Kick,John Stones,England,[Foul] Foul by Denzel Dumfries (Netherlands) on John Stones (England) in defensive half.,gpt-4o-mini,2025-12-09T17:31:48.184013
3942819,90,2,Netherlands,England,0,2,Semi-finals,Goal,Ollie Watkins,England,"[Goal] Goal! Netherlands 0, England 2. Ollie Watkins finishes with a right-footed shot from the centre of the box.",gpt-4o-mini,2025-12-09T17:31:49.411180
3942819,90,2,Netherlands,England,0,2,Semi-finals,Yellow Card,Xavi Simons,Netherlands,[Yellow Card] Xavi Simons (Netherlands) receives a yellow card for a late challenge.,gpt-4o-mini,2025-12-09T17:31:50.632521
3942819,92,2,Netherlands,England,0,2,Semi-finals,Substitution,Kobbie Mainoo,England,"[Substitution] Double change for England. Conor Gallagher replaces Kobbie Mainoo, Bukayo Saka off.",gpt-4o-mini,2025-12-09T17:31:52.437841
3942819,92,2,Netherlands,England,0,2,Semi-finals,Substitution,Bukayo Saka,England,"[Substitution] Double change for England: Bukayo Saka and Kobbie Mainoo off, Ezri Konsa Ngoyo on.",gpt-4o-mini,2025-12-09T17:31:54.139746
3942819,92,2,Netherlands,England,0,2,Semi-finals,Substitution,Xavi Simons,Netherlands,"[Substitution] Double change for Netherlands: Xavi Simons off for Brian Brobbey, Denzel Dumfries also substituted.",gpt-4o-mini,2025-12-09T17:31:56.817349
3942819,92,2,Netherlands,England,0,2,Semi-finals,Substitution,Denzel Dumfries,Netherlands,[Substitution] Double substitution for England. Kobbie Mainoo and Bukayo Saka replace players.,gpt-4o-mini,2025-12-09T17:31:58.433941
3942819,93,2,Netherlands,England,0,2,Semi-finals,Yellow Card,Kieran Trippier,England,[Yellow Card] Kieran Trippier (England) receives a yellow card for a late challenge.,gpt-4o-mini,2025-12-09T17:31:59.953253
3942819,94,2,Netherlands,England,0,2,Semi-finals,Foul,Jude Bellingham,England,[Foul] Foul by Joey Veerman (Netherlands) on Jude Bellingham (England) near the right wing.,gpt-4o-mini,2025-12-09T17:32:02.510203
3942819,95,2,Netherlands,England,0,2,Semi-finals,Free Kick,Luke Shaw,England,[Free Kick] Free kick awarded to England. Luke Shaw fouled on the right wing.,gpt-4o-mini,2025-12-09T17:32:03.689323
3943043,0,1,Spain,England,0,0,Final,Kick Off,,England,"[Kick Off] The Final is underway! Spain versus England, both teams eager to claim glory.",gpt-4o-mini,2025-12-09T17:32:04.897803
3943043,1,1,Spain,England,0,0,Final,General,Jude Bellingham,England,"[General] Spain dominating early with 73% possession, controlling midfield play.",gpt-4o-mini,2025-12-09T17:32:06.203892
3943043,2,1,Spain,England,0,0,Final,General,Robin Aime Robert Le Normand,Spain,"[General] Spain controlling the game early, dominating possession in their defensive third.",gpt-4o-mini,2025-12-09T17:32:07.954484
3943043,3,1,Spain,England,0,0,Final,General,Robin Aime Robert Le Normand,Spain,"[General] Spain dominating early, controlling midfield with 76% possession for three minutes.",gpt-4o-mini,2025-12-09T17:32:09.339392
3943043,4,1,Spain,England,0,0,Final,Corner,Nicholas Williams Arthuer,Spain,"[Corner] Corner for Spain, delivered by Nico Williams. Conceded by John Stones.",gpt-4o-mini,2025-12-09T17:32:10.309649
3943043,5,1,Spain,England,0,0,Final,General,Daniel Carvajal Ramos,Spain,"[General] Spain dominating early with 96.4% possession, controlling the midfield.",gpt-4o-mini,2025-12-09T17:32:11.412558
3943043,6,1,Spain,England,0,0,Final,General,Robin Aime Robert Le Normand,Spain,"[General] Spain dominating possession with 100%, controlling midfield for 2 minutes.",gpt-4o-mini,2025-12-09T17:32:12.727601
3943043,7,1,Spain,England,0,0,Final,General,Fabián Ruiz Peña,Spain,"[General] Spain dominating possession with 72%, controlling the midfield for 3 minutes. Fabián Ruiz leading the charge.",gpt-4o-mini,2025-12-09T17:32:14.891353
3943043,8,1,Spain,England,0,0,Final,General,Jordan Pickford,England,"[General] Even contest in midfield, both teams feeling each other out.",gpt-4o-mini,2025-12-09T17:32:16.023825
3943043,9,1,Spain,England,0,0,Final,Foul,Jude Bellingham,England,[Foul] Foul by Rodrigo Hernández (Spain) on Jude Bellingham (England) near the right wing.,gpt-4o-mini,2025-12-09T17:32:17.214963
3943043,10,1,Spain,England,0,0,Final,Free Kick,Luke Shaw,England,[Foul] Foul by Marc Guehi (England) on Aymeric Laporte (Spain). Free kick awarded on the right wing.,gpt-4o-mini,2025-12-09T17:32:19.351866
3943043,11,1,Spain,England,0,0,Final,Injury,Kyle Walker,England,[Injury] Injury concern for England as Kyle Walker goes down.,gpt-4o-mini,2025-12-09T17:32:20.430357
3943043,12,1,Spain,England,0,0,Final,Shot (Off T),Robin Aime Robert Le Normand,Spain,[Shot Missed] Attempt missed. Robin Le Normand's right footed shot from the centre of the box goes wide.,gpt-4o-mini,2025-12-09T17:32:22.255924
3943043,13,1,Spain,England,0,0,Final,General,Jude Bellingham,England,"[General] Spain dominating possession with 82%, primarily in England's defensive third.",gpt-4o-mini,2025-12-09T17:32:23.721206
3943043,14,1,Spain,England,0,0,Final,General,Aymeric Laporte,Spain,"[General] England asserting dominance with 100% possession, particularly in midfield. Phil Foden heavily involved.",gpt-4o-mini,2025-12-09T17:32:25.517598
3943043,15,1,Spain,England,0,0,Final,Corner,Phil Foden,England,"[Corner] Corner for England. Phil Foden delivers, conceded by Aymeric Laporte.",gpt-4o-mini,2025-12-09T17:32:26.688609
3943043,16,1,Spain,England,0,0,Final,Shot (Blocked),Declan Rice,England,[Shot Blocked] Attempt blocked. Declan Rice's right footed shot from the edge of the box denied by Rodri.,gpt-4o-mini,2025-12-09T17:32:27.961932
3943043,17,1,Spain,England,0,0,Final,General,Aymeric Laporte,Spain,[General] Spain maintaining total control with 100% possession in their defensive third.,gpt-4o-mini,2025-12-09T17:32:29.086519
3943043,18,1,Spain,England,0,0,Final,General,Jordan Pickford,England,"[General] Spain dominating possession with 93.9%, controlling the midfield for 2 minutes.",gpt-4o-mini,2025-12-09T17:32:30.472105
3943043,19,1,Spain,England,0,0,Final,Foul,Daniel Olmo Carvajal,Spain,[Foul] Foul by Declan Rice (England) on Daniel Olmo (Spain) in the attacking third.,gpt-4o-mini,2025-12-09T17:32:32.568910
3943043,20,1,Spain,England,0,0,Final,Foul,Marc Cucurella Saseta,Spain,[Foul] Foul by Bukayo Saka (England) on Marc Cucurella Saseta (Spain) near the box.,gpt-4o-mini,2025-12-09T17:32:33.987879
3943043,21,1,Spain,England,0,0,Final,Free Kick,Jordan Pickford,England,[Foul] Foul by Marc Cucurella (Spain) on Phil Foden (England) in the defensive half.,gpt-4o-mini,2025-12-09T17:32:35.747283
3943043,22,1,Spain,England,0,0,Final,Free Kick,Daniel Olmo Carvajal,Spain,[Foul] Foul by Declan Rice (England) on Daniel Olmo Carvajal (Spain) in midfield.,gpt-4o-mini,2025-12-09T17:32:37.843915
