match_id,minute,period,event_index,home_team,away_team,home_score,away_score,stage,detected_type,player,team,location,event_count,play_patterns,event_types,rule_based_commentary,sequence_commentary,llm_commentary,model,generated_at,v2_domination_team,v2_domination_streak,v2_most_active_player,v2_most_active_count,v2_multi_events_scenario,v2_multi_events_count,event_distance,event_stage_info,event_phase,event_period,event_stage,has_chain,event_delivered_by,event_conceded_by,event_committed_by,event_committed_team,event_fouled_player,event_fouled_team,event_is_dangerous,event_danger_context,event_foul_committed_by,event_foul_committed_team,event_injured_player,event_injured_team,event_has_substitution,event_outcome,event_body_part,event_technique,event_xG,event_assisted_by,event_blocked_by,chain_events,event_carded_player,event_carded_team,event_reason,event_saved_by,event_player_off,event_substitution_info,event_scorer
3943043,10,1,0,Spain,England,0,0,Final,Free Kick,Luke Shaw,England,defensive half,27,From Free Kick(27),"Pass(10), Ball Receipt*(8), Carry(7), Foul Committed(1), Foul Won(1)","Luke Shaw under pressure, delivers the free kick a long ball forward through the air into the left attacking third","[9:29] Jude Bellingham is fouled, Luke Shaw under pressure, delivers the free kick a long ball forward through the air into the left attacking third, ⚠️ FOUL by Marc Guehi in the central attacking third","[Free Kick] Free kick to Spain, fouled by Marc Guehi on Aymeric Laporte.",gpt-4o-mini,2025-12-09T10:30:40.458070,,0,Aymeric Laporte,8,,0,long range,,,,,False,,,,,Aymeric Laporte,Spain,,,Marc Guehi,England,,,,,,,,,,,,,,,,,
3943043,11,1,0,Spain,England,0,0,Final,Injury,Kyle Walker,England,,16,From Free Kick(16),"Ball Receipt*(4), Pass(3), Carry(3), Ball Recovery(1), Pressure(1)",⏸️ PLAY STOPPED - Kyle Walker (England) is down injured,"[11:13] Crucial block by John Stones!, The goalkeeper deals with it, ⏸️ PLAY STOPPED - Kyle Walker (England) is down injured . Nicholas Williams Arthuer under pressure, delivers the corner a dangerous long ball through the air to Rodrigo Hernández Cascante into the central attacking third, Rodrigo Hernández Cascante receives under pressure in the central attacking third",[Injury] Kyle Walker (England) is down with an injury. Medical staff attending to him.,gpt-4o-mini,2025-12-09T10:30:41.273334,,0,,0,,0,,,,,,False,,,,,,,,,,,Kyle Walker,England,False,,,,,,,,,,,,,,
3943043,12,1,0,Spain,England,0,0,Final,Shot (Off T),Robin Aime Robert Le Normand,Spain,centre of the box,8,From Corner(8),"Pass(2), Ball Receipt*(2), Duel(1), Pressure(1), Shot(1)","Robin Aime Robert Le Normand under pressure, shoots with the right foot from a DANGEROUS position (7m out!) - just wide!","[11:13] Crucial block by John Stones!, The goalkeeper deals with it, ⏸️ PLAY STOPPED - Kyle Walker (England) is down injured . Nicholas Williams Arthuer under pressure, delivers the corner a dangerous long ball through the air to Rodrigo Hernández Cascante into the central attacking third, Rodrigo Hernández Cascante receives under pressure in the central attacking third",[Shot Missed] Attempt missed. Robin Le Normand (Spain) right footed shot from the centre of the box goes wide.,gpt-4o-mini,2025-12-09T10:30:42.561896,Spain,2,,0,,0,inside the box,,,,,False,,,,,,,,,,,,,,Off T,Right Foot,Overhead Kick,0.11746518,Robin Aime Robert Le Normand,,,,,,,,,
3943043,13,1,0,Spain,England,0,0,Final,General,Álvaro Borja Morata Martín,Spain,centre of the box,34,"Regular Play(33), From Goal Kick(1)","Pass(12), Ball Receipt*(11), Carry(9), Ball Recovery(1), Clearance(1)",Álvaro Borja Morata Martín receives under pressure in the central attacking third,"[13:44] Aymeric Laporte under pressure, carries the ball from the central midfield into the right midfield under pressure, plays a long pass forward along the ground to Nicholas Williams Arthuer into the right attacking third, Nicholas Williams Arthuer under pressure, drives forward with the ball under pressure, plays a dangerous medium pass through the air to Álvaro Borja Morata Martín into the central attacking third, but the pass doesn't find its target, Álvaro Borja Morata Martín receives un",[General] Spain dominating possession in the last three minutes. Robin Le Normand very active.,gpt-4o-mini,2025-12-09T10:30:43.361486,Spain,3,Robin Aime Robert Le Normand,6,,0,inside the box,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
3943043,14,1,0,Spain,England,0,0,Final,General,Phil Foden,England,centre of the box,24,"From Throw In(19), Regular Play(5)","Pass(6), Ball Receipt*(6), Pressure(4), Carry(4), Block(1)",Phil Foden receives under pressure in the central attacking third,"[14:38] Bukayo Saka under pressure, carries the ball from the central attacking third into the left attacking third under pressure, plays a dangerous medium pass forward along the ground to Kyle Walker into the DANGER ZONE, Kyle Walker receives under pressure in the left attacking third under pressure, carries the ball under pressure, plays a dangerous short pass to Phil Foden into the central attacking third, but the pass doesn't find its target",[General] Spain dominating possession in midfield for the last three minutes. Phil Foden (England) very active.,gpt-4o-mini,2025-12-09T10:30:44.357055,Spain,3,Phil Foden,5,,0,inside the box,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
3943043,15,1,0,Spain,England,0,0,Final,Corner,Phil Foden,England,six yard box,35,From Corner(35),"Pass(10), Carry(10), Ball Receipt*(9), Pressure(4), Clearance(1)","Phil Foden under pressure, delivers the corner a dangerous long pass  into the central attacking third, INTERCEPTED! England loses the ball","[14:38] Bukayo Saka under pressure, carries the ball from the central attacking third into the left attacking third under pressure, plays a dangerous medium pass forward along the ground to Kyle Walker into the DANGER ZONE, Kyle Walker receives under pressure in the left attacking third under pressure, carries the ball under pressure, plays a dangerous short pass to Phil Foden into the central attacking third, but the pass doesn't find its target","[Corner] Corner, England. Conceded by Aymeric Laporte. Phil Foden to deliver.",gpt-4o-mini,2025-12-09T10:30:46.422757,,0,Declan Rice,6,,0,close range,,,,,False,Phil Foden,Aymeric Laporte,,,,,,,,,,,,,,,,,,,,,,,,,
3943043,16,1,0,Spain,England,0,0,Final,Shot (Blocked),Declan Rice,England,edge of the box,61,"From Corner(57), Regular Play(4)","Pass(17), Ball Receipt*(14), Carry(11), Pressure(8), Block(3)","Declan Rice under pressure, shoots with the right foot from a DANGEROUS position - BLOCKED!","[16:10] Bukayo Saka surges forward on a BRILLIANT run from the left midfield into the left attacking third - BUT LOSES IT! . Marc Cucurella Saseta closes down Bukayo Saka . Bukayo Saka under pressure, delivers the corner a dangerous medium pass back along the ground to Declan Rice into the central attacking third . Rodrigo Hernández Cascante closes down Bukayo Saka . Declan Rice receives under pressure in the central attacking third",[Shot Blocked] Attempt blocked. Declan Rice (England) right footed shot from the edge of the box blocked by Rodri (Spain).,gpt-4o-mini,2025-12-09T10:30:47.235041,England,2,Jude Bellingham,7,,0,outside the box,,,,,True,,,,,,,,,,,,,,Blocked,Right Foot,Normal,0.0489952,Declan Rice,Rodrigo Hernández Cascante,Corner,,,,,,,
3943043,17,1,0,Spain,England,0,0,Final,General,Kobbie Mainoo,England,right side of the box,38,"From Throw In(34), Regular Play(4)","Pass(13), Ball Receipt*(12), Carry(11), Block(1), Pressure(1)",Kobbie Mainoo closes down Daniel Carvajal Ramos,"[16:56] Daniel Olmo Carvajal under pressure, drives forward with the ball from the central defensive third into the left defensive third under pressure, plays a medium pass along the ground to Lamine Yamal Nasraoui Ebana, Lamine Yamal Nasraoui Ebana under pressure, carries the ball under pressure, plays a short pass, INTERCEPTED! Spain loses the ball . Crucial block by Luke Shaw!",[General] England dominating possession in the last three minutes. Aymeric Laporte active defensively for Spain.,gpt-4o-mini,2025-12-09T10:30:48.229742,England,3,Aymeric Laporte,12,,0,long range,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
3943043,18,1,0,Spain,England,0,0,Final,General,Álvaro Borja Morata Martín,Spain,edge of the box,33,"From Throw In(31), From Keeper(2)","Ball Receipt*(10), Pass(10), Carry(9), Pressure(2), Clearance(1)",Álvaro Borja Morata Martín receives under pressure in the central attacking third,"[17:59] Aymeric Laporte under pressure, plays a medium pass forward along the ground to Daniel Olmo Carvajal, Daniel Olmo Carvajal under pressure, carries the ball from the right midfield into the right attacking third under pressure, plays a medium pass along the ground to Álvaro Borja Morata Martín into the central attacking third, but the pass doesn't find its target, Lamine Yamal Nasraoui Ebana closes down the ball carrier, Álvaro Borja Morata Martín receives under pressure in the central at","[General] Spain maintaining control in midfield. Fabián Ruiz very active, dominating possession.",gpt-4o-mini,2025-12-09T10:30:49.104056,,0,Fabián Ruiz Peña,9,,0,outside the box,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
3943043,19,1,0,Spain,England,0,0,Final,Foul,Daniel Olmo Carvajal,Spain,midfield,47,"From Throw In(38), From Keeper(9)","Pass(13), Carry(13), Ball Receipt*(11), Pressure(5), Ball Recovery(1)",Daniel Olmo Carvajal is fouled,"[19:29] Daniel Olmo Carvajal is fouled under pressure, carries the ball under pressure, plays a short pass along the ground to Fabián Ruiz Peña, Fabián Ruiz Peña under pressure, carries the ball - BUT LOSES IT! . Kobbie Mainoo closes down Fabián Ruiz Peña",[Foul] Foul by Declan Rice (England) on Daniel Olmo (Spain) in midfield.,gpt-4o-mini,2025-12-09T10:30:50.103989,Spain,2,Daniel Olmo Carvajal,8,,0,long range,,,,,False,,,Declan Rice,England,Daniel Olmo Carvajal,Spain,True,,,,,,,,,,,,,,,,,,,,
3943043,20,1,0,Spain,England,0,0,Final,Foul,Marc Cucurella Saseta,Spain,defensive half,58,"From Throw In(48), Regular Play(10)","Ball Receipt*(17), Carry(17), Pass(16), Pressure(5), Foul Committed(1)",Marc Cucurella Saseta is fouled,"[20:03] Marc Cucurella Saseta is fouled under pressure, carries the ball under pressure, plays a long pass back along the ground to Aymeric Laporte, Aymeric Laporte under pressure, carries the ball under pressure, plays a medium pass forward along the ground to Rodrigo Hernández Cascante",[Foul] Foul by Bukayo Saka (England) on Marc Cucurella (Spain) in the defensive half.,gpt-4o-mini,2025-12-09T10:30:51.166721,Spain,3,Aymeric Laporte,15,,0,long range,,,,,False,,,Bukayo Saka,England,Marc Cucurella Saseta,Spain,True,,,,,,,,,,,,,,,,,,,,
3943043,21,1,0,Spain,England,0,0,Final,Free Kick,Jordan Pickford,England,defensive half,20,"From Free Kick(14), Regular Play(6)","Pass(7), Ball Receipt*(6), Duel(3), Carry(1), Pressure(1)","Jordan Pickford under pressure, delivers the free kick a long ball forward through the air to Harry Kane into the central attacking third, but the pass doesn't find its target","[21:01] Phil Foden is fouled, Jordan Pickford under pressure, delivers the free kick a long ball forward through the air to Harry Kane into the central attacking third, but the pass doesn't find its target, Harry Kane in the duel . Aymeric Laporte under pressure, delivers the free kick a short pass forward through the air to Daniel Olmo Carvajal, but the pass doesn't find its target . Declan Rice under pressure, delivers the free kick a short pass through the air to Harry Kane into the central a","[Free Kick] Phil Foden (England) wins a free kick in the defensive half, fouled by Marc Cucurella (Spain).",gpt-4o-mini,2025-12-09T10:30:52.343454,Spain,3,,0,,0,long range,,,,,False,,,,,Phil Foden,England,,,Marc Cucurella Saseta,Spain,,,,,,,,,,,,,,,,,
3943043,22,1,0,Spain,England,0,0,Final,Free Kick,Daniel Olmo Carvajal,Spain,midfield,50,"Regular Play(20), From Throw In(18), From Keeper(8), From Free Kick(4)","Ball Receipt*(14), Pass(14), Carry(8), Pressure(7), Duel(2)",Daniel Olmo Carvajal receives,"[21:56] John Stones under pressure, delivers the free kick a medium pass forward through the air to Phil Foden into the central attacking third, INTERCEPTED! England loses the ball . Álvaro Borja Morata Martín in the duel, Robin Aime Robert Le Normand under pressure, delivers the free kick a medium pass forward through the air to Daniel Olmo Carvajal, but the pass doesn't find its target . Declan Rice under pressure, delivers the free kick a medium pass forward through the air to Phil Foden into",[Free Kick] Daniel Olmo (Spain) wins a free kick in midfield.,gpt-4o-mini,2025-12-09T10:30:53.232066,,0,Daniel Olmo Carvajal,6,,0,long range,,,,,False,,,,,Daniel Olmo Carvajal,Spain,,,,,,,,,,,,,,,,,,,,,
3943043,23,1,0,Spain,England,0,0,Final,Corner,Lamine Yamal Nasraoui Ebana,Spain,six yard box,10,From Corner(10),"Pass(2), Ball Receipt*(2), Clearance(1), Ball Recovery(1), Carry(1)","Lamine Yamal Nasraoui Ebana under pressure, delivers the corner a dangerous medium pass back along the ground to Nicholas Williams Arthuer into the DANGER ZONE","[22:54] Daniel Olmo Carvajal under pressure, carries the ball under pressure, plays a short pass along the ground to Lamine Yamal Nasraoui Ebana into the left attacking third, Lamine Yamal Nasraoui Ebana receives under pressure in the left attacking third under pressure, carries the ball - BUT LOSES IT! . Phil Foden closes down Lamine Yamal Nasraoui Ebana","[Corner] Corner, Spain. Conceded by Marc Guehi (England).",gpt-4o-mini,2025-12-09T10:30:54.322006,,0,,0,,0,close range,,,,,False,Lamine Yamal Nasraoui Ebana,Marc Guehi,,,,,,,,,,,,,,,,,,,,,,,,,
3943043,24,1,0,Spain,England,0,0,Final,Yellow Card,Harry Kane,England,edge of the box,53,"From Free Kick(28), Regular Play(25)","Pass(10), Ball Receipt*(10), Pressure(9), Carry(9), Duel(3)",⚠️ FOUL by Harry Kane in the central attacking third - YELLOW CARD for Harry Kane!,"[24:36] Harry Kane under pressure, carries the ball - BUT LOSES IT! . Daniel Olmo Carvajal closes down Harry Kane . Harry Kane under MASSIVE pressure, plays a short pass along the ground to Phil Foden, but the pass doesn't find its target ⚠️ FOUL by Harry Kane in the central attacking third - YELLOW CARD for Harry Kane!",[Yellow Card] Harry Kane (England) is shown a yellow card for a bad foul on Fabián Ruiz (Spain).,gpt-4o-mini,2025-12-09T10:30:56.773080,Spain,2,Kobbie Mainoo,7,,0,long range,,,,,False,,,,,Fabián Ruiz Peña,Spain,,,,,,,,,,,,,,,Harry Kane,England,bad foul,,,,
3943043,25,1,0,Spain,England,0,0,Final,Injury,Kobbie Mainoo,England,,2,Regular Play(2),Injury Stoppage(2),⏸️ PLAY STOPPED - Kobbie Mainoo (England) is down injured,"[24:38] Fabián Ruiz Peña is fouled . ⏸️ PLAY STOPPED - Kobbie Mainoo (England) is down injured . ⏸️ PLAY STOPPED - Fabián Ruiz Peña (Spain) is down injured, Unai Simón Mendibil under pressure, delivers the free kick a short pass along the ground to Aymeric Laporte",[Injury] Kobbie Mainoo (England) down with an injury. Medical staff attending to him.,gpt-4o-mini,2025-12-09T10:30:57.879045,,0,,0,,0,,,,,,False,,,,,,,,,,,Kobbie Mainoo,England,False,,,,,,,,,,,,,,
3943043,25,1,1,Spain,England,0,0,Final,Injury,Fabián Ruiz Peña,Spain,,2,Regular Play(2),Injury Stoppage(2),⏸️ PLAY STOPPED - Fabián Ruiz Peña (Spain) is down injured,"[24:38] Fabián Ruiz Peña is fouled . ⏸️ PLAY STOPPED - Kobbie Mainoo (England) is down injured . ⏸️ PLAY STOPPED - Fabián Ruiz Peña (Spain) is down injured, Unai Simón Mendibil under pressure, delivers the free kick a short pass along the ground to Aymeric Laporte","[Injury] Fabián Ruiz (Spain) down with an injury, receiving medical attention.",gpt-4o-mini,2025-12-09T10:30:58.727262,,0,,0,,0,,,,,,False,,,,,,,,,,,Fabián Ruiz Peña,Spain,False,,,,,,,,,,,,,,
3943043,26,1,0,Spain,England,0,0,Final,Free Kick,Unai Simón Mendibil,Spain,defensive half,44,"From Free Kick(31), From Throw In(13)","Pass(13), Ball Receipt*(12), Carry(11), Pressure(3), Block(2)","Unai Simón Mendibil under pressure, delivers the free kick a short pass along the ground to Aymeric Laporte","[24:38] Fabián Ruiz Peña is fouled . ⏸️ PLAY STOPPED - Kobbie Mainoo (England) is down injured . ⏸️ PLAY STOPPED - Fabián Ruiz Peña (Spain) is down injured, Unai Simón Mendibil under pressure, delivers the free kick a short pass along the ground to Aymeric Laporte",[Free Kick] Unai Simón (Spain) wins a free kick in the defensive half.,gpt-4o-mini,2025-12-09T10:31:00.268602,England,2,Aymeric Laporte,9,,0,long range,,,,,False,,,,,Unai Simón Mendibil,Spain,,,,,,,,,,,,,,,,,,,,,
3943043,27,1,0,Spain,England,0,0,Final,Shot (Saved),Fabián Ruiz Peña,Spain,edge of the box,50,"From Throw In(38), From Keeper(11), Regular Play(1)","Pass(14), Ball Receipt*(13), Carry(12), Pressure(6), Block(2)","Fabián Ruiz Peña under MASSIVE pressure, shoots with the right foot from a DANGEROUS position - SAVED by the goalkeeper! Parried away!","[27:17] Marc Guehi clears the danger . Rodrigo Hernández Cascante under pressure, plays a short pass to Daniel Carvajal Ramos, Daniel Carvajal Ramos under pressure, carries the ball under pressure, plays a medium pass along the ground to Fabián Ruiz Peña, Fabián Ruiz Peña under pressure, drives forward with the ball from the left attacking third into the central attacking third - BUT LOSES IT!","[Shot Saved] Attempt saved. Fabián Ruiz (Spain) right footed shot from the edge of the box, saved by Jordan Pickford.",gpt-4o-mini,2025-12-09T10:31:01.107504,,0,Fabián Ruiz Peña,9,,0,outside the box,,,,,False,,,,,,,,,,,,,,Saved,Right Foot,Normal,0.048117142,,,,,,,Jordan Pickford,,,
3943043,28,1,0,Spain,England,0,0,Final,General,Jude Bellingham,England,right side of the box,45,"From Keeper(35), From Throw In(10)","Carry(11), Ball Receipt*(10), Pass(9), Pressure(5), Duel(3)",Jude Bellingham in the duel,"[28:48] Fabián Ruiz Peña under pressure, carries the ball - BUT LOSES IT! . Jude Bellingham closes down Fabián Ruiz Peña is beaten by Jude Bellingham! . Fabián Ruiz Peña takes on the defender under pressure, carries the ball - BUT LOSES IT!",[General] Spain dominating possession in midfield for the last two minutes.,gpt-4o-mini,2025-12-09T10:31:01.851184,Spain,2,Jude Bellingham,13,,0,outside the box,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
3943043,29,1,0,Spain,England,0,0,Final,Yellow Card,Daniel Olmo Carvajal,Spain,edge of the box,63,"Regular Play(49), From Throw In(14)","Pass(19), Ball Receipt*(18), Carry(13), Pressure(6), Ball Recovery(3)",⚠️ FOUL by Daniel Olmo Carvajal in the central attacking third - YELLOW CARD for Daniel Olmo Carvajal!,"[29:56] Daniel Olmo Carvajal under pressure, carries the ball ⚠️ FOUL by Daniel Olmo Carvajal in the central attacking third - YELLOW CARD for Daniel Olmo Carvajal!",[Yellow Card] Daniel Olmo (Spain) is shown the yellow card for a bad foul on Declan Rice (England).,gpt-4o-mini,2025-12-09T10:31:03.212447,,0,Declan Rice,6,,0,long range,,,,,False,,,,,Declan Rice,England,,,,,,,,,,,,,,,Daniel Olmo Carvajal,Spain,bad foul,,,,
3943043,29,1,1,Spain,England,0,0,Final,Injury,Declan Rice,England,,63,"Regular Play(49), From Throw In(14)","Pass(19), Ball Receipt*(18), Carry(13), Pressure(6), Ball Recovery(3)",⏸️ PLAY STOPPED - Declan Rice (England) is down injured,"[29:57] Declan Rice is fouled ⏸️ PLAY STOPPED - Declan Rice (England) is down injured, John Stones under pressure, delivers the free kick a medium pass back along the ground to Jordan Pickford, Jordan Pickford under pressure, carries the ball - BUT LOSES IT! . Daniel Olmo Carvajal closes down Jordan Pickford",[Injury] Declan Rice (England) is down with an injury. Medical staff attending.,gpt-4o-mini,2025-12-09T10:31:04.119862,,0,Declan Rice,6,,0,,,,,,False,,,,,,,,,,,Declan Rice,England,False,,,,,,,,,,,,,,
