game_id,team_x,team_y,differential_case,sign_accuracy
3930172,Spain,Italy,Negative-Negative_Y_Wins,0
3930172,Spain,Italy,Positive-Negative_X_Wins,0
3930172,Spain,Italy,Negative-Positive_Y_Wins,1
3930172,Spain,Italy,Negative-Positive_Y_Wins,1
3930172,Spain,Italy,Positive-Negative_X_Wins,0
3930172,Spain,Italy,Positive-Negative_X_Wins,0
3930172,Spain,Italy,Positive-Negative_X_Wins,1
3930172,Spain,Italy,Positive-Negative_X_Wins,0
3930172,Spain,Italy,Positive-Negative_X_Wins,0
3930172,Spain,Italy,Positive-Negative_X_Wins,1
3930172,Spain,Italy,Positive-Negative_X_Wins,1
3930172,Spain,Italy,Positive-Negative_X_Wins,1
3930172,Spain,Italy,Negative-Negative_X_Wins,1
3930172,Spain,Italy,Negative-Negative_X_Wins,0
3930173,Netherlands,France,Negative-Positive_Y_Wins,1
3930173,Netherlands,France,Negative-Positive_Y_Wins,1
3930173,Netherlands,France,Negative-Negative_X_Wins,0
3930173,Netherlands,France,Negative-Negative_Y_Wins,1
3930173,Netherlands,France,Negative-Negative_X_Wins,0
3930173,Netherlands,France,Negative-Negative_X_Wins,0
3930173,Netherlands,France,Negative-Negative_X_Wins,0
3930173,Netherlands,France,Negative-Negative_X_Wins,1
3930173,Netherlands,France,Negative-Negative_X_Wins,1
3930173,Netherlands,France,Negative-Negative_X_Wins,1
3930173,Netherlands,France,Negative-Negative_X_Wins,0
3930173,Netherlands,France,Negative-Negative_X_Wins,0
3930173,Netherlands,France,Negative-Negative_X_Wins,1
3930173,Netherlands,France,Positive-Negative_X_Wins,1
3930173,Netherlands,France,Negative-Negative_X_Wins,1
3930174,Turkey,Portugal,Positive-Negative_X_Wins,1
3930174,Turkey,Portugal,Positive-Negative_X_Wins,1
3930174,Turkey,Portugal,Negative-Positive_Y_Wins,1
3930174,Turkey,Portugal,Negative-Positive_Y_Wins,1
3930174,Turkey,Portugal,Negative-Positive_Y_Wins,1
3930174,Turkey,Portugal,Negative-Negative_X_Wins,1
3930174,Turkey,Portugal,Negative-Negative_X_Wins,1
3930174,Turkey,Portugal,Negative-Negative_Y_Wins,1
3930174,Turkey,Portugal,Negative-Positive_Y_Wins,1
3930174,Turkey,Portugal,Negative-Negative_X_Wins,0
3930174,Turkey,Portugal,Negative-Negative_X_Wins,0
3930174,Turkey,Portugal,Positive-Negative_X_Wins,1
3930174,Turkey,Portugal,Positive-Negative_X_Wins,1
3930174,Turkey,Portugal,Positive-Negative_X_Wins,1
3930174,Turkey,Portugal,Positive-Negative_X_Wins,1
3930175,Belgium,Romania,Negative-Negative_X_Wins,0
3930175,Belgium,Romania,Positive-Negative_X_Wins,1
3930175,Belgium,Romania,Positive-Negative_X_Wins,0
3930175,Belgium,Romania,Negative-Negative_X_Wins,1
3930175,Belgium,Romania,Negative-Negative_X_Wins,1
3930175,Belgium,Romania,Negative-Negative_X_Wins,1
3930175,Belgium,Romania,Negative-Negative_Y_Wins,0
3930175,Belgium,Romania,Negative-Negative_Y_Wins,0
3930175,Belgium,Romania,Negative-Negative_Y_Wins,0
3930175,Belgium,Romania,Negative-Negative_Y_Wins,0
3930175,Belgium,Romania,Negative-Positive_Y_Wins,1
3930175,Belgium,Romania,Negative-Positive_Y_Wins,1
3930175,Belgium,Romania,Negative-Positive_Y_Wins,1
3930175,Belgium,Romania,Negative-Negative_Y_Wins,1
3930175,Belgium,Romania,Negative-Negative_X_Wins,1
3930176,Switzerland,Germany,Negative-Positive_Y_Wins,1
3930176,Switzerland,Germany,Negative-Positive_Y_Wins,1
3930176,Switzerland,Germany,Negative-Negative_Y_Wins,1
3930176,Switzerland,Germany,Positive-Negative_X_Wins,1
3930176,Switzerland,Germany,Positive-Negative_X_Wins,1
3930176,Switzerland,Germany,Positive-Negative_X_Wins,1
3930176,Switzerland,Germany,Positive-Negative_X_Wins,0
3930176,Switzerland,Germany,Positive-Negative_X_Wins,1
3930176,Switzerland,Germany,Positive-Positive_X_Wins,1
3930176,Switzerland,Germany,Positive-Positive_X_Wins,1
3930176,Switzerland,Germany,Negative-Positive_Y_Wins,1
3930176,Switzerland,Germany,Negative-Positive_Y_Wins,1
3930176,Switzerland,Germany,Negative-Positive_Y_Wins,1
3930176,Switzerland,Germany,Positive-Negative_X_Wins,1
3930176,Switzerland,Germany,Positive-Negative_X_Wins,1
3930177,Scotland,Hungary,Positive-Negative_X_Wins,1
3930177,Scotland,Hungary,Positive-Positive_Y_Wins,0
3930177,Scotland,Hungary,Negative-Positive_Y_Wins,0
3930177,Scotland,Hungary,Negative-Negative_X_Wins,1
3930177,Scotland,Hungary,Negative-Positive_Y_Wins,1
3930177,Scotland,Hungary,Negative-Negative_Y_Wins,1
3930177,Scotland,Hungary,Negative-Negative_Y_Wins,1
3930177,Scotland,Hungary,Negative-Negative_X_Wins,1
3930177,Scotland,Hungary,Positive-Negative_X_Wins,1
3930177,Scotland,Hungary,Negative-Negative_Y_Wins,1
3930177,Scotland,Hungary,Negative-Positive_Y_Wins,1
3930177,Scotland,Hungary,Negative-Positive_Y_Wins,1
3930177,Scotland,Hungary,Negative-Negative_X_Wins,0
3930177,Scotland,Hungary,Negative-Negative_X_Wins,1
3930177,Scotland,Hungary,Negative-Negative_X_Wins,1
3930178,Croatia,Italy,Negative-Negative_Y_Wins,0
3930178,Croatia,Italy,Negative-Negative_X_Wins,1
3930178,Croatia,Italy,Negative-Positive_Y_Wins,0
3930178,Croatia,Italy,Negative-Positive_Y_Wins,1
3930178,Croatia,Italy,Negative-Positive_Y_Wins,0
3930178,Croatia,Italy,Negative-Positive_Y_Wins,1
3930178,Croatia,Italy,Negative-Positive_Y_Wins,1
3930178,Croatia,Italy,Negative-Positive_Y_Wins,1
3930178,Croatia,Italy,Negative-Positive_Y_Wins,1
3930178,Croatia,Italy,Negative-Negative_Y_Wins,0
3930178,Croatia,Italy,Negative-Negative_X_Wins,1
3930178,Croatia,Italy,Negative-Negative_Y_Wins,1
3930178,Croatia,Italy,Negative-Positive_Y_Wins,1
3930178,Croatia,Italy,Negative-Negative_Y_Wins,0
3930178,Croatia,Italy,Negative-Negative_X_Wins,1
3930179,Albania,Spain,Positive-Positive_Y_Wins,1
3930179,Albania,Spain,Negative-Positive_Y_Wins,1
3930179,Albania,Spain,Negative-Positive_Y_Wins,1
3930179,Albania,Spain,Negative-Negative_X_Wins,0
3930179,Albania,Spain,Positive-Negative_X_Wins,1
3930179,Albania,Spain,Negative-Negative_X_Wins,1
3930179,Albania,Spain,Positive-Negative_X_Wins,1
3930179,Albania,Spain,Negative-Positive_Y_Wins,0
3930179,Albania,Spain,Negative-Positive_Y_Wins,0
3930179,Albania,Spain,Negative-Positive_Y_Wins,1
3930179,Albania,Spain,Negative-Positive_Y_Wins,1
3930179,Albania,Spain,Negative-Positive_Y_Wins,1
3930179,Albania,Spain,Negative-Negative_Y_Wins,0
3930179,Albania,Spain,Negative-Negative_Y_Wins,1
3930179,Albania,Spain,Negative-Negative_Y_Wins,1
3930180,Netherlands,Austria,Negative-Negative_Y_Wins,1
3930180,Netherlands,Austria,Positive-Positive_X_Wins,0
3930180,Netherlands,Austria,Positive-Negative_X_Wins,1
3930180,Netherlands,Austria,Positive-Negative_X_Wins,1
3930180,Netherlands,Austria,Negative-Negative_X_Wins,1
3930180,Netherlands,Austria,Negative-Negative_X_Wins,1
3930180,Netherlands,Austria,Negative-Negative_Y_Wins,0
3930180,Netherlands,Austria,Negative-Negative_Y_Wins,0
3930180,Netherlands,Austria,Negative-Negative_Y_Wins,0
3930180,Netherlands,Austria,Negative-Negative_Y_Wins,1
3930180,Netherlands,Austria,Negative-Negative_Y_Wins,1
3930180,Netherlands,Austria,Negative-Negative_Y_Wins,1
3930180,Netherlands,Austria,Negative-Negative_Y_Wins,1
3930180,Netherlands,Austria,Negative-Negative_X_Wins,1
3930180,Netherlands,Austria,Negative-Negative_X_Wins,1
3930181,England,Slovenia,Positive-Negative_X_Wins,1
3930181,England,Slovenia,Positive-Positive_X_Wins,1
3930181,England,Slovenia,Negative-Positive_Y_Wins,0
3930181,England,Slovenia,Negative-Positive_Y_Wins,0
3930181,England,Slovenia,Negative-Positive_Y_Wins,0
3930181,England,Slovenia,Negative-Positive_Y_Wins,1
3930181,England,Slovenia,Negative-Positive_Y_Wins,1
3930181,England,Slovenia,Negative-Positive_Y_Wins,1
3930181,England,Slovenia,Positive-Positive_X_Wins,0
3930181,England,Slovenia,Positive-Negative_X_Wins,1
3930181,England,Slovenia,Positive-Negative_X_Wins,1
3930181,England,Slovenia,Positive-Negative_X_Wins,1
3930181,England,Slovenia,Positive-Positive_X_Wins,1
3930181,England,Slovenia,Positive-Negative_X_Wins,1
3930181,England,Slovenia,Negative-Negative_X_Wins,1
3930182,Denmark,Serbia,Negative-Positive_Y_Wins,1
3930182,Denmark,Serbia,Positive-Negative_X_Wins,1
3930182,Denmark,Serbia,Positive-Negative_X_Wins,1
3930182,Denmark,Serbia,Positive-Positive_X_Wins,1
3930182,Denmark,Serbia,Positive-Positive_Y_Wins,1
3930182,Denmark,Serbia,Positive-Positive_X_Wins,1
3930182,Denmark,Serbia,Negative-Positive_Y_Wins,0
3930182,Denmark,Serbia,Positive-Positive_X_Wins,1
3930182,Denmark,Serbia,Positive-Positive_Y_Wins,1
3930182,Denmark,Serbia,Positive-Positive_Y_Wins,1
3930182,Denmark,Serbia,Positive-Positive_Y_Wins,1
3930182,Denmark,Serbia,Positive-Positive_X_Wins,0
3930182,Denmark,Serbia,Positive-Positive_X_Wins,1
3930182,Denmark,Serbia,Positive-Positive_X_Wins,1
3930182,Denmark,Serbia,Positive-Negative_X_Wins,1
3930183,Slovakia,Romania,Positive-Positive_Y_Wins,0
3930183,Slovakia,Romania,Negative-Positive_Y_Wins,0
3930183,Slovakia,Romania,Negative-Positive_Y_Wins,1
3930183,Slovakia,Romania,Negative-Positive_Y_Wins,1
3930183,Slovakia,Romania,Negative-Positive_Y_Wins,1
3930183,Slovakia,Romania,Negative-Positive_Y_Wins,1
3930183,Slovakia,Romania,Negative-Negative_Y_Wins,1
3930183,Slovakia,Romania,Negative-Negative_X_Wins,1
3930183,Slovakia,Romania,Negative-Negative_X_Wins,1
3930183,Slovakia,Romania,Positive-Negative_X_Wins,1
3930183,Slovakia,Romania,Positive-Positive_X_Wins,1
3930183,Slovakia,Romania,Positive-Positive_Y_Wins,0
3930183,Slovakia,Romania,Positive-Positive_Y_Wins,0
3930183,Slovakia,Romania,Positive-Positive_Y_Wins,1
3930183,Slovakia,Romania,Positive-Positive_Y_Wins,0
3930184,Czech Republic,Turkey,Positive-Negative_X_Wins,1
3930184,Czech Republic,Turkey,Negative-Negative_X_Wins,1
3930184,Czech Republic,Turkey,Negative-Positive_Y_Wins,1
3930184,Czech Republic,Turkey,Negative-Positive_Y_Wins,1
3930184,Czech Republic,Turkey,Negative-Positive_Y_Wins,0
3930184,Czech Republic,Turkey,Positive-Negative_X_Wins,1
3930184,Czech Republic,Turkey,Positive-Negative_X_Wins,1
3930184,Czech Republic,Turkey,Negative-Negative_Y_Wins,1
3930184,Czech Republic,Turkey,Negative-Negative_Y_Wins,1
3930184,Czech Republic,Turkey,Negative-Negative_Y_Wins,1
3930184,Czech Republic,Turkey,Positive-Negative_X_Wins,1
3930184,Czech Republic,Turkey,Positive-Negative_X_Wins,1
3930184,Czech Republic,Turkey,Negative-Negative_X_Wins,1
3930184,Czech Republic,Turkey,Negative-Negative_X_Wins,1
3930184,Czech Republic,Turkey,Negative-Negative_X_Wins,0
3938637,Poland,Netherlands,Positive-Negative_X_Wins,1
3938637,Poland,Netherlands,Positive-Negative_X_Wins,1
3938637,Poland,Netherlands,Negative-Positive_Y_Wins,1
3938637,Poland,Netherlands,Negative-Negative_X_Wins,0
3938637,Poland,Netherlands,Positive-Negative_X_Wins,0
3938637,Poland,Netherlands,Positive-Negative_X_Wins,1
3938637,Poland,Netherlands,Positive-Negative_X_Wins,1
3938637,Poland,Netherlands,Positive-Negative_X_Wins,1
3938637,Poland,Netherlands,Positive-Positive_Y_Wins,0
3938637,Poland,Netherlands,Positive-Positive_X_Wins,1
3938637,Poland,Netherlands,Positive-Positive_X_Wins,1
3938637,Poland,Netherlands,Negative-Positive_Y_Wins,0
3938637,Poland,Netherlands,Negative-Positive_Y_Wins,0
3938637,Poland,Netherlands,Negative-Positive_Y_Wins,0
3938637,Poland,Netherlands,Negative-Positive_Y_Wins,1
3938638,Romania,Ukraine,Negative-Negative_X_Wins,1
3938638,Romania,Ukraine,Positive-Negative_X_Wins,1
3938638,Romania,Ukraine,Positive-Positive_X_Wins,1
3938638,Romania,Ukraine,Positive-Positive_Y_Wins,0
3938638,Romania,Ukraine,Negative-Positive_Y_Wins,1
3938638,Romania,Ukraine,Negative-Positive_Y_Wins,1
3938638,Romania,Ukraine,Negative-Positive_Y_Wins,1
3938638,Romania,Ukraine,Negative-Positive_Y_Wins,1
3938638,Romania,Ukraine,Positive-Positive_Y_Wins,1
3938638,Romania,Ukraine,Positive-Positive_X_Wins,0
3938638,Romania,Ukraine,Positive-Negative_X_Wins,1
3938638,Romania,Ukraine,Positive-Positive_X_Wins,0
3938638,Romania,Ukraine,Positive-Negative_X_Wins,0
3938638,Romania,Ukraine,Negative-Positive_Y_Wins,1
3938638,Romania,Ukraine,Positive-Negative_X_Wins,0
3938639,Turkey,Georgia,Positive-Positive_X_Wins,1
3938639,Turkey,Georgia,Positive-Positive_X_Wins,1
3938639,Turkey,Georgia,Negative-Positive_Y_Wins,1
3938639,Turkey,Georgia,Negative-Negative_X_Wins,0
3938639,Turkey,Georgia,Positive-Negative_X_Wins,0
3938639,Turkey,Georgia,Positive-Negative_X_Wins,1
3938639,Turkey,Georgia,Positive-Negative_X_Wins,1
3938639,Turkey,Georgia,Positive-Negative_X_Wins,1
3938639,Turkey,Georgia,Positive-Negative_X_Wins,1
3938639,Turkey,Georgia,Negative-Negative_X_Wins,1
3938639,Turkey,Georgia,Negative-Negative_Y_Wins,1
3938639,Turkey,Georgia,Negative-Negative_Y_Wins,1
3938639,Turkey,Georgia,Negative-Negative_Y_Wins,1
3938639,Turkey,Georgia,Negative-Negative_X_Wins,0
3938639,Turkey,Georgia,Positive-Negative_X_Wins,0
3938640,Slovakia,Ukraine,Negative-Negative_X_Wins,1
3938640,Slovakia,Ukraine,Negative-Negative_Y_Wins,0
3938640,Slovakia,Ukraine,Negative-Positive_Y_Wins,0
3938640,Slovakia,Ukraine,Negative-Positive_Y_Wins,0
3938640,Slovakia,Ukraine,Negative-Negative_Y_Wins,0
3938640,Slovakia,Ukraine,Negative-Positive_Y_Wins,1
3938640,Slovakia,Ukraine,Negative-Positive_Y_Wins,1
3938640,Slovakia,Ukraine,Negative-Positive_Y_Wins,1
3938640,Slovakia,Ukraine,Negative-Positive_Y_Wins,0
3938640,Slovakia,Ukraine,Negative-Positive_Y_Wins,0
3938640,Slovakia,Ukraine,Negative-Positive_Y_Wins,1
3938640,Slovakia,Ukraine,Negative-Positive_Y_Wins,1
3938640,Slovakia,Ukraine,Negative-Positive_Y_Wins,1
3938640,Slovakia,Ukraine,Negative-Positive_Y_Wins,1
3938640,Slovakia,Ukraine,Negative-Positive_Y_Wins,0
3938641,Poland,Austria,Positive-Negative_X_Wins,1
3938641,Poland,Austria,Positive-Negative_X_Wins,1
3938641,Poland,Austria,Negative-Positive_Y_Wins,0
