match_id,match_date,stage,kick_off_time,stadium,referee,team_a,team_b,team_a_score,team_b_score,team_a_matches_played,team_a_wins,team_a_draws,team_a_losses,team_a_goals_scored,team_a_goals_conceded,team_a_goal_difference,team_a_last_result,team_a_last_score,team_a_last_opponent,team_b_matches_played,team_b_wins,team_b_draws,team_b_losses,team_b_goals_scored,team_b_goals_conceded,team_b_goal_difference,team_b_last_result,team_b_last_score,team_b_last_opponent,team_a_lineup,team_b_lineup,event_number,event_id,minute,second,period,timestamp,event_type,event_team,is_team_a_event,player_name,player_position,location,under_pressure,duration,pass_details,carry_details,shot_details
3930158,2024-06-14,Group Stage,22:00:00.000,Allianz Arena,Clément Turpin,Germany,Scotland,5,1,0,0,0,0,0,0,0,No previous match,N/A,N/A,0,0,0,0,0,0,0,No previous match,N/A,N/A,1.Manuel Neuer | 2.Antonio Rüdiger | 3.David Raum | 4.Jonathan Tah | 5.Pascal Groß | 6.Joshua Kimmich | 7.Kai Havertz | 8.Toni Kroos | 9.Niclas Füllkrug | 10.Jamal Musiala | 11.Chris Führich,1.Angus Gunn | 2.Anthony Ralston | 3.Andrew Robertson | 4.Scott McTominay | 5.Grant Campbell Hanley | 6.Kieran Tierney | 7.John McGinn | 8.Callum McGregor | 9.Lawrence Shankland | 10.Che Adams | 11.Ryan Christie,1,f2207d37-beed-4073-84a5-f9d696e2afdd,0,0,1,00:00:00.000,Starting XI,Germany,True,None,Unknown,,,0.0,,,
3930180,2024-06-25,Group Stage,19:00:00.000,Olympiastadion Berlin,Ivan Kružliak,Netherlands,Austria,2,3,2,1,1,0,2,1,1,Win,2-1,Poland,2,1,0,1,3,2,1,Win,3-1,Poland,1.Bart Verbruggen | 2.Lutsharel Geertruida | 3.Matthijs de Ligt | 4.Virgil van Dijk | 5.Nathan Aké | 6.Stefan de Vrij | 7.Xavi Simons | 8.Georginio Wijnaldum | 9.Wout Weghorst | 10.Memphis Depay | 11.Cody Mathès Gakpo,1.Heinz Lindner | 2.Maximilian Wöber | 3.Gernot Trauner | 4.Kevin Danso | 5.Stefan Posch | 6.Nicolas Seiwald | 7.Marko Arnautović | 8.Alexander Prass | 9.Marcel Sabitzer | 10.Florian Grillitsch | 11.Michael Gregoritsch,4,da1e6ec2-b3f9-4870-a412-7fd13208c323,0,0,1,00:00:00.000,Half Start,Austria,False,None,Unknown,,,0.0,,,
3941017,2024-06-30,Round of 16,19:00:00.000,VELTINS-Arena,Halil Umut Meler,England,Slovakia,2,1,3,1,2,0,2,1,1,Win,1-0,Serbia,3,1,1,1,3,3,0,Draw,1-1,Romania,1.Jordan Pickford | 2.Kyle Walker | 3.Luke Shaw | 4.Declan Rice | 5.John Stones | 6.Marc Guehi | 7.Bukayo Saka | 8.Trent Alexander-Arnold | 9.Harry Kane | 10.Jude Bellingham | 11.Phil Foden,1.Martin Dúbravka | 2.Peter Pekarík | 3.Denis Vavro | 4.Adam Obert | 5.Tomáš Rigo | 6.Norbert Gyömbér | 7.Tomáš Suslov | 8.Ondrej Duda | 9.Róbert Boženík | 10.Ľubomír Tupta | 11.László Bénes,1,8b608219-540f-4a66-b7da-36e117c0aaeb,0,0,1,00:00:00.000,Starting XI,England,True,None,Unknown,,,0.0,,,
3941017,2024-06-30,Round of 16,19:00:00.000,VELTINS-Arena,Halil Umut Meler,England,Slovakia,2,1,3,1,2,0,2,1,1,Win,1-0,Serbia,3,1,1,1,3,3,0,Draw,1-1,Romania,1.Jordan Pickford | 2.Kyle Walker | 3.Luke Shaw | 4.Declan Rice | 5.John Stones | 6.Marc Guehi | 7.Bukayo Saka | 8.Trent Alexander-Arnold | 9.Harry Kane | 10.Jude Bellingham | 11.Phil Foden,1.Martin Dúbravka | 2.Peter Pekarík | 3.Denis Vavro | 4.Adam Obert | 5.Tomáš Rigo | 6.Norbert Gyömbér | 7.Tomáš Suslov | 8.Ondrej Duda | 9.Róbert Boženík | 10.Ľubomír Tupta | 11.László Bénes,2,5298475e-2594-4e0c-9608-a1b45824f8d5,0,0,1,00:00:00.000,Starting XI,Slovakia,False,None,Unknown,,,0.0,,,
3941017,2024-06-30,Round of 16,19:00:00.000,VELTINS-Arena,Halil Umut Meler,England,Slovakia,2,1,3,1,2,0,2,1,1,Win,1-0,Serbia,3,1,1,1,3,3,0,Draw,1-1,Romania,1.Jordan Pickford | 2.Kyle Walker | 3.Luke Shaw | 4.Declan Rice | 5.John Stones | 6.Marc Guehi | 7.Bukayo Saka | 8.Trent Alexander-Arnold | 9.Harry Kane | 10.Jude Bellingham | 11.Phil Foden,1.Martin Dúbravka | 2.Peter Pekarík | 3.Denis Vavro | 4.Adam Obert | 5.Tomáš Rigo | 6.Norbert Gyömbér | 7.Tomáš Suslov | 8.Ondrej Duda | 9.Róbert Boženík | 10.Ľubomír Tupta | 11.László Bénes,3,b149f00f-3194-4df5-bb55-d8e2cb61cb0d,0,0,1,00:00:00.000,Half Start,England,True,None,Unknown,,,0.0,,,
3941017,2024-06-30,Round of 16,19:00:00.000,VELTINS-Arena,Halil Umut Meler,England,Slovakia,2,1,3,1,2,0,2,1,1,Win,1-0,Serbia,3,1,1,1,3,3,0,Draw,1-1,Romania,1.Jordan Pickford | 2.Kyle Walker | 3.Luke Shaw | 4.Declan Rice | 5.John Stones | 6.Marc Guehi | 7.Bukayo Saka | 8.Trent Alexander-Arnold | 9.Harry Kane | 10.Jude Bellingham | 11.Phil Foden,1.Martin Dúbravka | 2.Peter Pekarík | 3.Denis Vavro | 4.Adam Obert | 5.Tomáš Rigo | 6.Norbert Gyömbér | 7.Tomáš Suslov | 8.Ondrej Duda | 9.Róbert Boženík | 10.Ľubomír Tupta | 11.László Bénes,4,6213884a-ac80-4230-85a5-6d005bc3e3e4,0,0,1,00:00:00.000,Half Start,Slovakia,False,None,Unknown,,,0.0,,,
3941021,2024-07-02,Round of 16,19:00:00.000,Allianz Arena,Felix Zwayer,Romania,Netherlands,0,3,3,1,1,1,4,3,1,Loss,0-2,Belgium,3,1,1,1,4,4,0,Win,2-1,Poland,1.Florin Constantin Niţă | 2.Andrei Florin Ratiu | 3.Radu Drăgușin | 4.Adrián Rus | 5.Ionuţ Nedelcearu | 6.Marius Mihai Marin | 7.Denis Alibec | 8.Alexandru Cicâldău | 9.George Alexandru Puşcaş | 10.Ianis Hagi | 12.Horaţiu Alexandru Moldovan,1.Bart Verbruggen | 2.Lutsharel Geertruida | 3.Matthijs de Ligt | 4.Virgil van Dijk | 5.Nathan Aké | 6.Stefan de Vrij | 7.Xavi Simons | 8.Georginio Wijnaldum | 9.Wout Weghorst | 10.Memphis Depay | 11.Cody Mathès Gakpo,1,48384bcf-b70e-41d7-9a77-fbd9bd89f74c,0,0,1,00:00:00.000,Starting XI,Romania,True,None,Unknown,,,0.0,,,
3941021,2024-07-02,Round of 16,19:00:00.000,Allianz Arena,Felix Zwayer,Romania,Netherlands,0,3,3,1,1,1,4,3,1,Loss,0-2,Belgium,3,1,1,1,4,4,0,Win,2-1,Poland,1.Florin Constantin Niţă | 2.Andrei Florin Ratiu | 3.Radu Drăgușin | 4.Adrián Rus | 5.Ionuţ Nedelcearu | 6.Marius Mihai Marin | 7.Denis Alibec | 8.Alexandru Cicâldău | 9.George Alexandru Puşcaş | 10.Ianis Hagi | 12.Horaţiu Alexandru Moldovan,1.Bart Verbruggen | 2.Lutsharel Geertruida | 3.Matthijs de Ligt | 4.Virgil van Dijk | 5.Nathan Aké | 6.Stefan de Vrij | 7.Xavi Simons | 8.Georginio Wijnaldum | 9.Wout Weghorst | 10.Memphis Depay | 11.Cody Mathès Gakpo,2,b5efd763-e4de-432e-941e-c6b850723007,0,0,1,00:00:00.000,Starting XI,Netherlands,False,None,Unknown,,,0.0,,,
3941021,2024-07-02,Round of 16,19:00:00.000,Allianz Arena,Felix Zwayer,Romania,Netherlands,0,3,3,1,1,1,4,3,1,Loss,0-2,Belgium,3,1,1,1,4,4,0,Win,2-1,Poland,1.Florin Constantin Niţă | 2.Andrei Florin Ratiu | 3.Radu Drăgușin | 4.Adrián Rus | 5.Ionuţ Nedelcearu | 6.Marius Mihai Marin | 7.Denis Alibec | 8.Alexandru Cicâldău | 9.George Alexandru Puşcaş | 10.Ianis Hagi | 12.Horaţiu Alexandru Moldovan,1.Bart Verbruggen | 2.Lutsharel Geertruida | 3.Matthijs de Ligt | 4.Virgil van Dijk | 5.Nathan Aké | 6.Stefan de Vrij | 7.Xavi Simons | 8.Georginio Wijnaldum | 9.Wout Weghorst | 10.Memphis Depay | 11.Cody Mathès Gakpo,3,a04c375d-8b61-4828-b916-05daae45aba4,0,0,1,00:00:00.000,Half Start,Netherlands,False,None,Unknown,,,0.0,,,
3941021,2024-07-02,Round of 16,19:00:00.000,Allianz Arena,Felix Zwayer,Romania,Netherlands,0,3,3,1,1,1,4,3,1,Loss,0-2,Belgium,3,1,1,1,4,4,0,Win,2-1,Poland,1.Florin Constantin Niţă | 2.Andrei Florin Ratiu | 3.Radu Drăgușin | 4.Adrián Rus | 5.Ionuţ Nedelcearu | 6.Marius Mihai Marin | 7.Denis Alibec | 8.Alexandru Cicâldău | 9.George Alexandru Puşcaş | 10.Ianis Hagi | 12.Horaţiu Alexandru Moldovan,1.Bart Verbruggen | 2.Lutsharel Geertruida | 3.Matthijs de Ligt | 4.Virgil van Dijk | 5.Nathan Aké | 6.Stefan de Vrij | 7.Xavi Simons | 8.Georginio Wijnaldum | 9.Wout Weghorst | 10.Memphis Depay | 11.Cody Mathès Gakpo,4,d0e15818-65ee-451b-8181-b0da766feaed,0,0,1,00:00:00.000,Half Start,Romania,True,None,Unknown,,,0.0,,,
3942226,2024-07-05,Quarter-finals,19:00:00.000,MHPArena,Anthony Taylor,Spain,Germany,2,1,4,4,0,0,9,1,8,Win,3-0,Croatia,4,3,1,0,10,2,8,Win,5-1,Scotland,1.David Raya Martin | 2.Daniel Carvajal Ramos | 3.Robin Aime Robert Le Normand | 4.José Ignacio Fernández Iglesias | 5.Daniel Vivian Moreno | 6.Mikel Merino Zazón | 7.Álvaro Borja Morata Martín | 8.Fabián Ruiz Peña | 9.José Luis Sanmartín Mato | 10.Daniel Olmo Carvajal | 11.Ferrán Torres García,1.Manuel Neuer | 2.Antonio Rüdiger | 3.David Raum | 4.Jonathan Tah | 5.Pascal Groß | 6.Joshua Kimmich | 7.Kai Havertz | 8.Toni Kroos | 9.Niclas Füllkrug | 10.Jamal Musiala | 11.Chris Führich,1,1ce9d7ce-6df0-40ca-af14-307df5ff886e,0,0,1,00:00:00.000,Starting XI,Spain,True,None,Unknown,,,0.0,,,
3942226,2024-07-05,Quarter-finals,19:00:00.000,MHPArena,Anthony Taylor,Spain,Germany,2,1,4,4,0,0,9,1,8,Win,3-0,Croatia,4,3,1,0,10,2,8,Win,5-1,Scotland,1.David Raya Martin | 2.Daniel Carvajal Ramos | 3.Robin Aime Robert Le Normand | 4.José Ignacio Fernández Iglesias | 5.Daniel Vivian Moreno | 6.Mikel Merino Zazón | 7.Álvaro Borja Morata Martín | 8.Fabián Ruiz Peña | 9.José Luis Sanmartín Mato | 10.Daniel Olmo Carvajal | 11.Ferrán Torres García,1.Manuel Neuer | 2.Antonio Rüdiger | 3.David Raum | 4.Jonathan Tah | 5.Pascal Groß | 6.Joshua Kimmich | 7.Kai Havertz | 8.Toni Kroos | 9.Niclas Füllkrug | 10.Jamal Musiala | 11.Chris Führich,2,c47708d5-f1ff-4899-81df-24398b4a2537,0,0,1,00:00:00.000,Starting XI,Germany,False,None,Unknown,,,0.0,,,
3942226,2024-07-05,Quarter-finals,19:00:00.000,MHPArena,Anthony Taylor,Spain,Germany,2,1,4,4,0,0,9,1,8,Win,3-0,Croatia,4,3,1,0,10,2,8,Win,5-1,Scotland,1.David Raya Martin | 2.Daniel Carvajal Ramos | 3.Robin Aime Robert Le Normand | 4.José Ignacio Fernández Iglesias | 5.Daniel Vivian Moreno | 6.Mikel Merino Zazón | 7.Álvaro Borja Morata Martín | 8.Fabián Ruiz Peña | 9.José Luis Sanmartín Mato | 10.Daniel Olmo Carvajal | 11.Ferrán Torres García,1.Manuel Neuer | 2.Antonio Rüdiger | 3.David Raum | 4.Jonathan Tah | 5.Pascal Groß | 6.Joshua Kimmich | 7.Kai Havertz | 8.Toni Kroos | 9.Niclas Füllkrug | 10.Jamal Musiala | 11.Chris Führich,3,a6229c43-8030-4e79-a63d-8fc75e40b3b5,0,0,1,00:00:00.000,Half Start,Germany,False,None,Unknown,,,0.0,,,
3942226,2024-07-05,Quarter-finals,19:00:00.000,MHPArena,Anthony Taylor,Spain,Germany,2,1,4,4,0,0,9,1,8,Win,3-0,Croatia,4,3,1,0,10,2,8,Win,5-1,Scotland,1.David Raya Martin | 2.Daniel Carvajal Ramos | 3.Robin Aime Robert Le Normand | 4.José Ignacio Fernández Iglesias | 5.Daniel Vivian Moreno | 6.Mikel Merino Zazón | 7.Álvaro Borja Morata Martín | 8.Fabián Ruiz Peña | 9.José Luis Sanmartín Mato | 10.Daniel Olmo Carvajal | 11.Ferrán Torres García,1.Manuel Neuer | 2.Antonio Rüdiger | 3.David Raum | 4.Jonathan Tah | 5.Pascal Groß | 6.Joshua Kimmich | 7.Kai Havertz | 8.Toni Kroos | 9.Niclas Füllkrug | 10.Jamal Musiala | 11.Chris Führich,4,012dca26-712a-4b7a-be43-1b15121b6ed4,0,0,1,00:00:00.000,Half Start,Spain,True,None,Unknown,,,0.0,,,
3942382,2024-07-06,Quarter-finals,22:00:00.000,Olympiastadion Berlin,Clément Turpin,Netherlands,Turkey,2,1,4,2,1,1,7,4,3,Win,2-1,Poland,4,3,0,1,7,6,1,Loss,0-3,Portugal,1.Bart Verbruggen | 2.Lutsharel Geertruida | 3.Matthijs de Ligt | 4.Virgil van Dijk | 5.Nathan Aké | 6.Stefan de Vrij | 7.Xavi Simons | 8.Georginio Wijnaldum | 9.Wout Weghorst | 10.Memphis Depay | 11.Cody Mathès Gakpo,1.Fehmi Mert Günok | 2.Mehmet Zeki Çelik | 4.Samet Akaydin | 5.Okay Yokuşlu | 7.Muhammed Kerem Aktürkoğlu | 8.Arda Güler | 9.Cenk Tosun | 10.Hakan Çalhanoğlu | 11.Yusuf Yazıcı | 12.Altay Bayındır | 13.Ahmetcan Kaplan,1,1e45a8f4-483f-4347-92f5-9ccd0fa7bb2b,0,0,1,00:00:00.000,Starting XI,Netherlands,True,None,Unknown,,,0.0,,,
3942382,2024-07-06,Quarter-finals,22:00:00.000,Olympiastadion Berlin,Clément Turpin,Netherlands,Turkey,2,1,4,2,1,1,7,4,3,Win,2-1,Poland,4,3,0,1,7,6,1,Loss,0-3,Portugal,1.Bart Verbruggen | 2.Lutsharel Geertruida | 3.Matthijs de Ligt | 4.Virgil van Dijk | 5.Nathan Aké | 6.Stefan de Vrij | 7.Xavi Simons | 8.Georginio Wijnaldum | 9.Wout Weghorst | 10.Memphis Depay | 11.Cody Mathès Gakpo,1.Fehmi Mert Günok | 2.Mehmet Zeki Çelik | 4.Samet Akaydin | 5.Okay Yokuşlu | 7.Muhammed Kerem Aktürkoğlu | 8.Arda Güler | 9.Cenk Tosun | 10.Hakan Çalhanoğlu | 11.Yusuf Yazıcı | 12.Altay Bayındır | 13.Ahmetcan Kaplan,2,d0953e67-5d69-419f-be09-bee28ab28a1a,0,0,1,00:00:00.000,Starting XI,Turkey,False,None,Unknown,,,0.0,,,
3942382,2024-07-06,Quarter-finals,22:00:00.000,Olympiastadion Berlin,Clément Turpin,Netherlands,Turkey,2,1,4,2,1,1,7,4,3,Win,2-1,Poland,4,3,0,1,7,6,1,Loss,0-3,Portugal,1.Bart Verbruggen | 2.Lutsharel Geertruida | 3.Matthijs de Ligt | 4.Virgil van Dijk | 5.Nathan Aké | 6.Stefan de Vrij | 7.Xavi Simons | 8.Georginio Wijnaldum | 9.Wout Weghorst | 10.Memphis Depay | 11.Cody Mathès Gakpo,1.Fehmi Mert Günok | 2.Mehmet Zeki Çelik | 4.Samet Akaydin | 5.Okay Yokuşlu | 7.Muhammed Kerem Aktürkoğlu | 8.Arda Güler | 9.Cenk Tosun | 10.Hakan Çalhanoğlu | 11.Yusuf Yazıcı | 12.Altay Bayındır | 13.Ahmetcan Kaplan,3,f4d2f4a4-050e-4b04-a3a7-1c54284d00b7,0,0,1,00:00:00.000,Half Start,Netherlands,True,None,Unknown,,,0.0,,,
