timestamp,match_id,minute,period,score_home,score_away,home_team,away_team,interesting,confidence,main_finding,reason,momentum_gap,home_momentum,away_momentum,home_change,away_change,has_tension,is_max_gap,home_streak,away_streak,game_phase,has_predictions
2025-12-31T00:10:04.154141,3940983,45,1,0,0,Germany,Denmark,False,0.6,"Both teams show rising momentum, but the situation remains balanced.","Despite both teams experiencing a rise in momentum, the overall difference between Germany and Denmark is minimal (-0.11). The game is tightly contested with no significant momentum shifts or streaks that indicate a clear advantage for either team. The current patterns do not meet any significant thresholds or research patterns that would suggest a decisive change in the game's dynamics.",-0.11399999999999988,5.317,5.431,0.405,0.307,False,False,3,1,first_half_end,False
2025-12-31T00:10:12.347165,3940983,47,1,0,0,Germany,Denmark,False,0.7,"Germany holds a slight momentum advantage, but no significant patterns emerge.","The current momentum difference is not the largest in the match, and both teams are stable with no significant streaks or changes. The game remains balanced without any strong indicators of a shift in control.",0.7329999999999997,5.717,4.984,0.0,0.0,False,False,0,0,second_half_start,False
2025-12-31T00:10:21.733617,3940983,46,2,0,0,Germany,Denmark,False,0.6,Both teams are experiencing slight negative momentum with no significant patterns.,"The momentum values for Germany and Denmark are very close, with a minimal gap of 0.05, indicating an even match. Both teams are on a 2-minute negative streak, and there are no strong patterns or significant changes in momentum that suggest a shift in control or potential breakthrough. The game remains balanced, with no team showing a clear advantage or building pressure.",-0.04699999999999971,5.126,5.173,-0.101,-0.685,False,True,2,2,second_half_start,False
2025-12-31T00:10:31.284884,3940983,53,2,1,0,Germany,Denmark,True,0.75,Denmark leads in momentum despite trailing in score.,"The tension pattern is significant as Denmark is building momentum while trailing, indicating potential for a comeback. This situation often leads to dramatic shifts in the game, as the momentum leader has a 66.7% chance of winning despite being behind in score.",-0.30799999999999983,4.811,5.119,0.323,0.073,True,False,2,0,second_half_start,False
2025-12-31T00:10:43.733799,3940983,61,2,1,0,Germany,Denmark,False,0.7,Momentum is balanced with no significant shifts.,"Both teams have similar momentum values (Germany 5.46, Denmark 5.59) and the momentum difference is minimal (-0.13). Germany's momentum is rising slightly, while Denmark's is stable, but neither team shows a strong pattern or significant change. The game remains evenly matched, with no clear momentum leader or dramatic shifts.",-0.12599999999999945,5.464,5.59,0.623,0.258,False,False,1,5,mid_second_half,False
2025-12-31T00:10:49.066663,3940983,62,2,1,0,Germany,Denmark,True,0.88,"Denmark leads in momentum despite trailing in score, indicating potential for a comeback.","The tension pattern where the score leader is not the momentum leader suggests Denmark is building pressure and could potentially equalize or take the lead. This situation is often associated with a 66.7% win rate for the momentum leader, indicating a significant chance of a shift in the game's outcome.",-0.4549999999999992,5.347,5.802,0.894,0.065,True,False,2,0,mid_second_half,False
2025-12-31T00:10:58.402065,3940983,66,2,1,0,Germany,Denmark,True,0.85,"Denmark is gaining momentum despite trailing in score, with the largest momentum gap in favor of Germany.","The largest momentum gap in the match indicates a significant shift in dynamics, with Denmark gaining momentum while trailing. This creates tension, as the trailing team is building pressure, potentially altering the game's outcome.",1.2279999999999998,6.22,4.992,-0.54,0.714,False,True,3,1,mid_second_half,False
2025-12-31T00:11:06.112859,3940983,69,2,2,0,Germany,Denmark,False,0.7,Germany and Denmark are currently in a balanced momentum state.,"Despite Germany's recent positive momentum change, the overall momentum difference between the teams is minimal (-0.03), indicating an even contest. There are no significant streaks or gaps that suggest a decisive shift in control. The current change is the largest in the match, but it hasn't resulted in a substantial momentum advantage for either team.",-0.02600000000000069,5.68,5.706,1.294,-0.656,False,False,3,2,mid_second_half,False
2025-12-31T00:11:09.730480,3940983,70,2,2,0,Germany,Denmark,False,0.7,Germany maintains a steady lead in momentum.,"Although Germany shows a rising trend in momentum with a 4-minute positive streak, the gap is not the largest seen in the match, and Denmark's momentum is falling. The situation is stable with Germany leading both in score and momentum, and there are no significant shifts or tension patterns to report.",0.6230000000000002,6.307,5.684,0.636,-0.425,False,False,4,3,mid_second_half,False
2025-12-31T00:11:25.390497,3940983,79,2,2,0,Germany,Denmark,True,0.88,"Denmark leads momentum despite trailing in score, but predictions favor Germany's momentum surge.","The tension pattern indicates potential drama as Denmark is the momentum leader but trailing in score. Predictions suggest a shift in momentum towards Germany, indicating a possible change in game dynamics.",-1.282,5.244,6.526,0.814,-0.889,True,False,2,1,final_push,True
2025-12-31T00:11:33.391022,3940983,81,2,2,0,Germany,Denmark,True,0.88,"Denmark's momentum surge despite trailing in score, with predictions favoring Denmark's continued dominance.","Denmark's momentum leadership and favorable predictions suggest potential for late-game pressure, creating tension as they push to overcome the score deficit.",-0.7209999999999992,5.549,6.27,0.641,-0.438,True,False,4,3,final_push,True
2025-12-31T00:11:45.535574,3940983,86,2,2,0,Germany,Denmark,True,0.88,Denmark is predicted to surge in the final minutes despite trailing.,"The ARIMAX predictions indicate a strong potential for Denmark to gain momentum in the closing minutes, which could lead to a dramatic finish despite the current scoreline. This tension between the score leader and the predicted momentum leader is compelling and suggests a possible shift in game dynamics.",0.8970000000000002,6.176,5.279,0.432,0.378,False,False,1,1,closing_minutes,True
2025-12-31T00:11:53.772477,3940983,90,2,2,0,Germany,Denmark,True,0.85,Denmark's momentum surge in the closing minutes despite trailing.,"Denmark is showing a significant momentum increase in the final minutes, indicating a strong push despite being two goals down. This surge could lead to potential late-game opportunities, creating tension even with Germany's lead.",1.202,6.582,5.38,-0.206,0.956,False,True,1,5,closing_minutes,False
2025-12-31T00:21:10.689046,3942227,1,1,0,0,England,Switzerland,False,0.4,Too early for meaningful patterns,"Minute 1, with minimal movement and no significant patterns or changes. The game is just starting, and the current momentum difference is not substantial enough to draw any conclusions. It's best to wait for the game to develop further.",0.7520000000000007,5.371,4.619,-0.512,-0.047,False,True,1,0,early,False
2025-12-31T00:21:14.597921,3942227,2,1,0,0,England,Switzerland,False,0.4,Too early for meaningful patterns,"The match is in its early stages (minute 2), and while England has a slight momentum advantage, the changes are minimal and not indicative of any significant pattern or trend. The current gap is the largest seen so far, but given the early phase, it doesn't provide substantial insight into the game's progression.",0.7889999999999997,5.367,4.578,-0.486,0.146,False,True,2,1,early,False
2025-12-31T00:21:20.174680,3942227,3,1,0,0,England,Switzerland,False,0.4,Too early for meaningful patterns,"The match is in the very early stages (minute 3), and the momentum values are close, with no significant patterns or changes observed. Both teams have stable trajectories, and the gap trend is narrowing, indicating a balanced situation. It's too early to draw any meaningful conclusions or identify interesting patterns.",0.4969999999999999,5.1,4.603,-0.169,0.253,False,False,3,2,early,False
2025-12-31T00:21:24.733172,3942227,4,1,0,0,England,Switzerland,False,0.4,Too early for meaningful patterns,"The match is in its early stages (minute 4), and while Switzerland is showing a slight increase in momentum, the overall changes are minor and within typical early-game fluctuations. No significant patterns or thresholds have been met that would indicate a noteworthy development at this point.",0.2869999999999999,4.859,4.572,-0.51,0.535,False,False,4,3,early,False
2025-12-31T00:21:27.384447,3942227,5,1,0,0,England,Switzerland,False,0.4,Too early for meaningful patterns,"At minute 5, the game is still in its early stages with no significant momentum shifts or patterns. Both teams have similar momentum values, and the changes observed are minor and typical for this phase of the game. It's too soon to draw any conclusions or identify any strong patterns.",0.15700000000000003,4.881,4.724,0.218,0.456,False,False,1,4,early,False
2025-12-31T00:21:33.980185,3942227,8,1,0,0,England,Switzerland,False,0.4,Too early for meaningful patterns,"The game is in the early stages (minute 8), and while Switzerland has a slight momentum advantage, the difference is minimal (-0.08). The current changes in momentum are not significant enough to indicate any strong patterns or shifts. The game remains balanced, and it's too early to draw any conclusions about potential outcomes or significant trends.",-0.08099999999999952,5.099,5.18,0.263,-1.109,False,False,4,2,early,False
2025-12-31T00:21:39.476416,3942227,10,1,0,0,England,Switzerland,False,0.4,Early game momentum shifts are not significant,"It's too early in the match to draw meaningful conclusions from the momentum data. Although England has a slight momentum advantage with a gap of 1.28, this is the largest gap seen so far, but it's not substantial enough to indicate any significant pattern or prediction. The game is still in its early stages, and both teams have shown fluctuating momentum without any clear dominance.",1.2839999999999998,5.309,4.025,0.175,0.46,False,True,6,1,early,False
2025-12-31T00:21:42.433961,3942227,11,1,0,0,England,Switzerland,False,0.4,Early game momentum with minor fluctuations,"It's too early in the game (minute 11) to draw significant conclusions from the momentum data. Although England has a slight momentum advantage with a gap of 1.29, this is not unusual or extreme enough to be noteworthy. The patterns and changes are within typical early-game fluctuations, and no strong trends or tension patterns are evident at this stage.",1.2910000000000004,5.362,4.071,-0.09,0.566,False,True,0,2,early,False
2025-12-31T00:21:46.424418,3942227,12,1,0,0,England,Switzerland,False,0.4,Too early for meaningful patterns,"The match is still in the early stages (minute 12), and while there are some fluctuations in momentum, they are not significant enough to indicate any strong patterns or trends. Both teams have shown some activity, but the changes are minor and do not suggest any decisive advantage or tension. It's best to wait for the game to develop further before drawing conclusions.",0.9650000000000007,5.267,4.302,0.24,0.621,False,False,1,3,early,False
2025-12-31T00:21:52.760398,3942227,16,1,0,0,England,Switzerland,False,0.4,Early game momentum shifts are minor and balanced.,"At minute 16, both teams show minor momentum changes with no significant patterns. England's momentum is slightly rising, while Switzerland's is slightly falling, but the gap is narrow (-0.37) and not indicative of a strong trend. The early game context means these fluctuations are not yet meaningful, and no extreme patterns or significant streaks are present.",-0.36599999999999966,4.833,5.199,0.728,-0.741,False,False,1,1,build_up,False
2025-12-31T00:21:58.495645,3942227,19,1,0,0,England,Switzerland,False,0.6,Minor momentum shift with no significant patterns,"Although there is a noticeable momentum shift with Switzerland gaining and England losing momentum, the changes are not extreme or sustained enough to be significant. The gap of 1.10 is not the largest seen in the match, and the current patterns do not align with any key research thresholds or tension patterns. The game is still in the early stages, and the momentum changes are within a typical range for this period.",1.1029999999999998,5.561,4.458,-0.666,0.974,False,False,2,1,build_up,False
2025-12-31T00:22:01.609102,3942227,20,1,0,0,England,Switzerland,False,0.6,"Minor momentum shifts, no significant patterns","Although Switzerland is showing a rising momentum trend and England's momentum is falling, the changes are not extreme or sustained enough to be significant. The gap between the teams is not the largest seen in the match, and the current streaks do not meet the threshold for strong patterns. Additionally, it's still early in the game, and no tension pattern is evident as both teams are still scoreless.",0.96,5.45,4.49,-0.604,0.942,False,False,3,2,build_up,False
2025-12-31T00:22:08.604397,3942227,23,1,0,0,England,Switzerland,False,0.6,Minor fluctuations with Switzerland holding slight momentum advantage,"The current momentum difference is small (-0.59), and both teams are experiencing short streaks (2 minutes each). The game is still in the early stages (minute 23), and while Switzerland has a slight momentum advantage, there are no significant patterns or thresholds being met that would indicate a decisive shift or prediction. The volatility and gap trends do not show extreme changes, and the current momentum values do not suggest any critical developments.",-0.5860000000000003,4.846,5.432,0.539,-1.064,False,False,2,2,build_up,False
2025-12-31T00:22:15.479837,3942227,27,1,0,0,England,Switzerland,True,0.8,Switzerland's rising momentum amidst England's decline creates tension.,"The momentum shift towards Switzerland, despite England's initial dominance, suggests a potential change in game dynamics. Switzerland's rising momentum and England's falling trend create a tension pattern, indicating Switzerland might capitalize on this shift.",1.4849999999999994,5.699,4.214,-0.427,1.769,False,True,1,3,build_up,False
2025-12-31T00:22:18.420217,3942227,28,1,0,0,England,Switzerland,False,0.6,Balanced momentum with minor fluctuations,"The current momentum state between England and Switzerland is relatively balanced, with a small momentum difference of -0.29. Both teams have experienced minor fluctuations in momentum, but there are no significant patterns or streaks that meet the thresholds for interest. The game is still in the early stages, and the momentum changes are not extreme enough to suggest any immediate impact or prediction.",-0.29499999999999993,5.569,5.864,-0.191,-0.334,False,False,2,1,build_up,False
2025-12-31T00:22:28.629669,3942227,35,1,0,0,England,Switzerland,False,0.6,Balanced momentum with no significant patterns,"The momentum values for England and Switzerland are very close, with a difference of only -0.13, indicating an even match. Both teams show stable trends with no significant streaks or changes. The current gap and changes are not the largest in the match, and there are no strong patterns or tension indicators present.",-0.1349999999999998,5.247,5.382,0.061,-0.11,False,False,0,2,first_half_end,False
2025-12-31T00:22:31.542023,3942227,36,1,0,0,England,Switzerland,False,0.6,"The momentum is currently even, with both teams showing stable trends.","The momentum difference between England and Switzerland is minimal (-0.06), indicating an even contest with no team significantly dominating. Both teams have stable trajectories, and there are no strong patterns or significant changes in momentum to highlight. The current situation does not meet any of the key patterns or thresholds that would suggest a notable development.",-0.06099999999999994,5.297,5.358,0.281,-0.123,False,False,1,3,first_half_end,False
2025-12-31T00:22:36.909009,3942227,37,1,0,0,England,Switzerland,False,0.6,"Minor fluctuations, no significant patterns","The momentum values for both England and Switzerland are relatively balanced, with a small difference of +0.18 in favor of England. Both teams show stable trajectories with no significant streaks or changes. The current situation does not meet any key thresholds for strong patterns or tension, and there are no extreme values or historical significance in the current momentum data. The game remains evenly poised without notable momentum shifts.",0.1819999999999995,5.324,5.142,0.458,0.08,False,False,2,0,first_half_end,False
2025-12-31T00:22:40.131034,3942227,38,1,0,0,England,Switzerland,False,0.7,"Minor momentum shift towards England, but overall balance remains.","Although England has shown a positive momentum change recently, the overall momentum difference between the two teams is minimal (+0.04). Both teams have stable trajectories, and the current gap is not significant compared to the maximum gap observed earlier in the match. The situation lacks strong patterns or thresholds that would indicate a decisive shift or tension.",0.03599999999999959,5.308,5.272,0.774,-0.539,False,False,3,1,first_half_end,False
2025-12-31T00:22:43.046020,3942227,39,1,0,0,England,Switzerland,False,0.7,"England's momentum is rising, but the gap remains stable and small.","Although England has a 4-minute positive streak and a rising trend, the momentum gap between the teams is small (+0.34) and stable. There is no significant divergence or tension pattern, and the changes are not extreme compared to previous match data. The situation is balanced, and no strong predictive patterns are evident at this stage.",0.34299999999999997,5.578,5.235,0.648,-0.164,False,False,4,2,first_half_end,False
2025-12-31T00:22:47.219311,3942227,40,1,0,0,England,Switzerland,False,0.7,"England's momentum is rising, but no significant patterns emerge.","Although England is currently leading in momentum with a rising trend and a 5-minute positive streak, the gap is not the largest seen in the match, and the changes are not extreme. The situation does not meet any of the key research thresholds or patterns that would indicate a significant shift or prediction of outcome. The match remains balanced overall, with no clear indicators of a decisive advantage.",0.5599999999999996,5.782,5.222,0.452,-0.133,False,False,5,3,first_half_end,False
2025-12-31T00:22:51.061912,3942227,41,1,0,0,England,Switzerland,True,0.75,"England's momentum is at its highest gap over Switzerland, indicating a strong home advantage.","The momentum gap is the largest seen in the match, suggesting England is currently exerting significant pressure. This could be a critical phase leading into halftime, potentially setting the stage for a goal or continued dominance in the second half.",1.3490000000000002,6.082,4.733,0.0,0.0,False,True,0,0,first_half_end,False
2025-12-31T00:22:55.824616,3942227,43,1,0,0,England,Switzerland,False,0.7,"England maintains slight momentum advantage, but no significant changes.","The current momentum difference of +1.14 in favor of England is not the largest seen in the match, and both teams show stable trends with no significant streaks or changes. The game remains balanced, and no strong patterns or research threshold matches are present.",1.1449999999999996,6.234,5.089,0.0,0.0,False,False,0,0,first_half_end,False
2025-12-31T00:23:07.721823,3942227,47,2,0,0,England,Switzerland,False,0.7,"England maintains slight momentum advantage, but no significant patterns.","Although England holds a small momentum advantage, both teams show stable trajectories with no strong streaks or significant changes. The gap and momentum changes are not extreme, and there are no tension patterns or research threshold matches. The game remains closely contested without clear dominance.",0.8330000000000002,5.95,5.117,-0.245,0.326,False,False,3,3,second_half_start,False
2025-12-31T00:23:15.530672,3942227,51,2,0,0,England,Switzerland,False,0.7,"Switzerland is gaining momentum, but no significant patterns yet.","Although Switzerland is showing a rising trend in momentum with a positive change, the overall momentum difference between the teams is minimal (+0.38 in favor of England), and there are no strong patterns such as long streaks or significant gaps. The situation is balanced, and no critical thresholds or tension patterns are present at this time.",0.3810000000000002,5.481,5.1,-0.213,0.794,False,False,2,2,second_half_start,False
2025-12-31T00:23:25.119295,3942227,54,2,0,0,England,Switzerland,False,0.7,"Switzerland maintains slight momentum advantage, but no strong patterns.","The current momentum difference is not significant enough to indicate a decisive shift in the match. Both teams have shown fluctuations, but no strong or sustained patterns are present. The game remains balanced with minor shifts in momentum.",-0.6260000000000003,5.268,5.894,0.63,-0.547,False,False,3,2,second_half_start,False
2025-12-31T00:23:32.781926,3942227,58,2,0,0,England,Switzerland,True,0.8,Switzerland is showing a significant momentum increase while maintaining a positive streak.,"Switzerland's momentum is rising sharply with the largest positive change seen in the match so far, indicating they are building pressure. This could lead to a potential breakthrough in the game, especially since they are maintaining a positive streak.",0.22500000000000053,5.631,5.406,0.063,0.947,False,False,0,3,second_half_start,False
2025-12-31T00:23:40.923878,3942227,61,2,0,0,England,Switzerland,False,0.7,"Switzerland holds a slight momentum advantage, but both teams show a stable trend.","While Switzerland has a slight momentum advantage, the trends for both teams are stable, and there are no significant streaks or gaps to suggest a major shift in the match dynamics. The current situation does not meet any critical thresholds or patterns that would indicate a significant change in the match outcome.",-0.6589999999999998,5.694,6.353,-0.183,-0.527,False,False,1,2,mid_second_half,False
2025-12-31T00:23:55.510980,3942227,71,2,0,0,England,Switzerland,False,0.7,"Minor momentum advantage for England, but no significant patterns.","The current momentum difference of +0.33 in favor of England is relatively small and does not indicate a strong advantage. Both teams are showing stable trends with no significant streaks or changes. The gap and changes are below thresholds for notable patterns, and there are no tension or prediction elements to consider yet.",0.3250000000000002,6.231,5.906,0.242,-0.23,False,False,1,1,mid_second_half,False
2025-12-31T00:24:03.128647,3942227,75,2,0,1,England,Switzerland,True,0.88,Tension pattern with England leading in momentum but trailing in score.,"The tension pattern where the score leader is not the momentum leader suggests potential for a comeback. England's recent momentum dominance and previous 4-minute positive streak indicate they are building pressure, which could lead to a goal. The upcoming predictions will be critical to assess if this momentum shift will translate into a score change.",1.1690000000000005,6.602,5.433,0.094,0.343,True,False,0,1,mid_second_half,False
2025-12-31T00:24:08.457842,3942227,76,2,0,1,England,Switzerland,True,0.88,Tension pattern with England's momentum dominance while trailing.,"The tension pattern is significant as England is building momentum while trailing, indicating potential for a comeback. The prediction data shows a mixed outlook but with England having a slight edge in positive changes, suggesting they might continue to press for an equalizer.",0.516,6.18,5.664,0.614,0.187,True,False,1,2,final_push,True
2025-12-31T00:24:18.159113,3942227,80,2,1,1,England,Switzerland,True,0.88,"Switzerland's momentum is rising while England's is predicted to decline, creating potential tension.","The game is in a critical phase with Switzerland showing signs of gaining momentum, and predictions indicate a potential shift in control. This creates a tension pattern where the trailing team (Switzerland) is building pressure, which could lead to a dramatic finish.",0.5709999999999997,6.245,5.674,0.185,0.312,False,False,1,1,final_push,True
2025-12-31T00:24:23.251110,3942227,81,2,1,1,England,Switzerland,True,0.85,"Switzerland predicted to gain momentum in final minutes, despite England's current lead.","The prediction data suggests a potential momentum shift towards Switzerland in the final minutes, creating tension as they are currently trailing in momentum but could close the gap or surpass England. This aligns with the tension pattern where the trailing team is predicted to gain momentum, indicating a possible dramatic finish.",0.5390000000000006,6.304,5.765,0.187,0.187,False,False,2,2,final_push,True
2025-12-31T00:24:41.354302,3942227,90,2,1,1,England,Switzerland,True,0.85,Switzerland has taken momentum control in the closing minutes while the score is tied.,"The game is in its closing minutes with a tied score, and Switzerland has gained momentum control. This shift could be crucial for a late goal or decisive play, especially as Switzerland's momentum is rising while England's is falling. The widening gap in momentum suggests Switzerland is building pressure, which is significant in such a tight match.",-0.9580000000000002,5.758,6.716,0.0,0.0,False,False,0,0,closing_minutes,False
2025-12-31T00:24:51.966759,3942227,91,3,1,1,England,Switzerland,False,0.7,Both teams show balanced momentum with minor fluctuations.,"Despite the late game context, the momentum values between England and Switzerland are quite close, with a minor difference of 0.20. Neither team is showing a strong momentum streak or significant change that would indicate a decisive shift in control. The current situation does not match any critical patterns or thresholds from the research data, such as a significant momentum margin or a strong positive change. Therefore, while the game is close and every moment is crucial, the momentum data does not suggest any particularly interesting or decisive developments at this time.",-0.19599999999999973,6.394,6.59,0.276,-0.618,False,False,2,2,closing_minutes,False
2025-12-31T00:24:57.609294,3942227,93,3,1,1,England,Switzerland,True,0.85,"England's momentum is falling while Switzerland's is rising, creating a tension pattern in the closing minutes.","The tension pattern indicates that although England is currently leading in momentum, their momentum is decreasing while Switzerland's is increasing. This creates a dramatic situation in the closing minutes of the match, where Switzerland could capitalize on their rising momentum to challenge England's advantage. The largest momentum gap in the match further emphasizes the significance of this moment.",1.4219999999999997,6.978,5.556,-1.217,0.612,False,True,2,1,closing_minutes,False
2025-12-31T00:25:04.832950,3942227,96,3,1,1,England,Switzerland,True,0.85,Switzerland maintains a 4-minute positive momentum streak while the score is tied.,"Switzerland's sustained positive momentum streak in a tied game suggests they are building pressure and could be poised to capitalize on this momentum. The tension is high as the game is in extra time, and Switzerland's momentum advantage could be crucial in determining the outcome.",-0.40700000000000003,5.761,6.168,0.543,0.178,False,False,1,4,closing_minutes,False
2025-12-31T00:25:12.182877,3942227,98,3,1,1,England,Switzerland,True,0.85,Switzerland's momentum is rising with a 6-minute positive streak while the game is tied.,"Switzerland's sustained positive momentum over the last 6 minutes suggests they are building pressure and could be poised to capitalize on this momentum in a tied game situation. This aligns with the tension pattern where the trailing team is building momentum, indicating potential for a shift in game dynamics.",0.03200000000000003,6.148,6.116,-0.242,0.586,False,False,1,6,closing_minutes,False
2025-12-31T00:25:27.398050,3942227,106,4,1,1,England,Switzerland,True,0.85,Switzerland holds momentum advantage despite England's rising trend.,"The largest momentum gap in the match indicates a critical moment, with Switzerland holding the advantage. However, England's rising trend suggests potential for a shift, adding tension to the closing minutes of extra time.",-0.5590000000000002,5.806,6.365,0.687,-0.323,False,True,2,2,closing_minutes,False
