sequence_id,sequence_type,sequence_key_event,sequence_length,event_position,is_key_event,match_id,home_team,away_team,minute,second,period,timestamp,event_type,player_name,player_position,team_name,possession_team,location_x,location_y,zone_horizontal,zone_vertical,zone_combined,under_pressure,duration,play_pattern,pass_recipient,pass_length,pass_height,pass_outcome,shot_xg,shot_outcome,shot_body_part,dribble_outcome,dribble_nutmeg,carry_end_x,carry_end_y,carry_distance,event_commentary,sequence_commentary
3,pressure_sequence,Pressure,5,3,True,3943043,Spain,England,0,38,1,00:00:38.876,Pressure,Jude Bellingham,Left Wing,England,Spain,94.7,4.1,attacking third,right,right attacking third,False,0.543418,From Goal Kick,,,,,,,,,False,,,,Jude Bellingham presses Daniel Carvajal Ramos,"[0:37] Daniel Carvajal Ramos receives. Daniel Carvajal Ramos under pressure, carries forward. Jude Bellingham presses Daniel Carvajal Ramos. Daniel Carvajal Ramos plays medium pass along the ground to Daniel Olmo Carvajal. Declan Rice presses Daniel Carvajal Ramos."
3,pressure_sequence,Pressure,5,4,False,3943043,Spain,England,0,39,1,00:00:39.436,Pass,Daniel Carvajal Ramos,Right Back,Spain,Spain,28.6,76.4,defensive third,left,left defensive third,False,1.076726,From Goal Kick,Daniel Olmo Carvajal,22.999348,Ground Pass,,,,,,False,,,,Daniel Carvajal Ramos plays medium pass along the ground to Daniel Olmo Carvajal,"[0:37] Daniel Carvajal Ramos receives. Daniel Carvajal Ramos under pressure, carries forward. Jude Bellingham presses Daniel Carvajal Ramos. Daniel Carvajal Ramos plays medium pass along the ground to Daniel Olmo Carvajal. Declan Rice presses Daniel Carvajal Ramos."
3,pressure_sequence,Pressure,5,5,False,3943043,Spain,England,0,40,1,00:00:40.334,Pressure,Declan Rice,Left Defensive Midfield,England,Spain,69.9,11.6,midfield,right,right midfield,False,0.29247,From Goal Kick,,,,,,,,,False,,,,Declan Rice presses Daniel Carvajal Ramos,"[0:37] Daniel Carvajal Ramos receives. Daniel Carvajal Ramos under pressure, carries forward. Jude Bellingham presses Daniel Carvajal Ramos. Daniel Carvajal Ramos plays medium pass along the ground to Daniel Olmo Carvajal. Declan Rice presses Daniel Carvajal Ramos."
4,pressure_sequence,Pressure,5,1,False,3943043,Spain,England,0,38,1,00:00:38.876,Pressure,Jude Bellingham,Left Wing,England,Spain,94.7,4.1,attacking third,right,right attacking third,False,0.543418,From Goal Kick,,,,,,,,,False,,,,Jude Bellingham presses the ball carrier,"[0:38] Jude Bellingham presses the ball carrier. Daniel Carvajal Ramos plays medium pass along the ground to Daniel Olmo Carvajal. Declan Rice presses Daniel Carvajal Ramos. Daniel Olmo Carvajal receives. Daniel Olmo Carvajal under pressure, carries forward."
4,pressure_sequence,Pressure,5,2,False,3943043,Spain,England,0,39,1,00:00:39.436,Pass,Daniel Carvajal Ramos,Right Back,Spain,Spain,28.6,76.4,defensive third,left,left defensive third,False,1.076726,From Goal Kick,Daniel Olmo Carvajal,22.999348,Ground Pass,,,,,,False,,,,Daniel Carvajal Ramos plays medium pass along the ground to Daniel Olmo Carvajal,"[0:38] Jude Bellingham presses the ball carrier. Daniel Carvajal Ramos plays medium pass along the ground to Daniel Olmo Carvajal. Declan Rice presses Daniel Carvajal Ramos. Daniel Olmo Carvajal receives. Daniel Olmo Carvajal under pressure, carries forward."
4,pressure_sequence,Pressure,5,3,True,3943043,Spain,England,0,40,1,00:00:40.334,Pressure,Declan Rice,Left Defensive Midfield,England,Spain,69.9,11.6,midfield,right,right midfield,False,0.29247,From Goal Kick,,,,,,,,,False,,,,Declan Rice presses Daniel Carvajal Ramos,"[0:38] Jude Bellingham presses the ball carrier. Daniel Carvajal Ramos plays medium pass along the ground to Daniel Olmo Carvajal. Declan Rice presses Daniel Carvajal Ramos. Daniel Olmo Carvajal receives. Daniel Olmo Carvajal under pressure, carries forward."
4,pressure_sequence,Pressure,5,4,False,3943043,Spain,England,0,40,1,00:00:40.513,Ball Receipt*,Daniel Olmo Carvajal,Center Attacking Midfield,Spain,Spain,50.2,68.5,midfield,left,left midfield,True,,From Goal Kick,,,,,,,,,False,,,,Daniel Olmo Carvajal receives,"[0:38] Jude Bellingham presses the ball carrier. Daniel Carvajal Ramos plays medium pass along the ground to Daniel Olmo Carvajal. Declan Rice presses Daniel Carvajal Ramos. Daniel Olmo Carvajal receives. Daniel Olmo Carvajal under pressure, carries forward."
4,pressure_sequence,Pressure,5,5,False,3943043,Spain,England,0,40,1,00:00:40.513,Carry,Daniel Olmo Carvajal,Center Attacking Midfield,Spain,Spain,50.2,68.5,midfield,left,left midfield,True,0.132449,From Goal Kick,,,,,,,,,False,49.3,68.9,0.984885780179618,"Daniel Olmo Carvajal under pressure, carries forward","[0:38] Jude Bellingham presses the ball carrier. Daniel Carvajal Ramos plays medium pass along the ground to Daniel Olmo Carvajal. Declan Rice presses Daniel Carvajal Ramos. Daniel Olmo Carvajal receives. Daniel Olmo Carvajal under pressure, carries forward."
5,dribble_sequence,Dribble,5,1,False,3943043,Spain,England,1,38,1,00:01:38.008,Ball Receipt*,Luke Shaw,Left Back,England,England,48.7,3.7,midfield,right,right midfield,True,,Regular Play,,,,,,,,,False,,,,Luke Shaw receives,"[1:38] Luke Shaw receives. Luke Shaw under pressure, carries forward. Luke Shaw takes on Daniel Carvajal Ramos - NUTMEG!. Duel. Daniel Carvajal Ramos carries the ball."
5,dribble_sequence,Dribble,5,2,False,3943043,Spain,England,1,38,1,00:01:38.008,Carry,Luke Shaw,Left Back,England,England,48.7,3.7,midfield,right,right midfield,True,1.121557,Regular Play,,,,,,,,,False,51.1,2.4,2.729468812791235,"Luke Shaw under pressure, carries forward","[1:38] Luke Shaw receives. Luke Shaw under pressure, carries forward. Luke Shaw takes on Daniel Carvajal Ramos - NUTMEG!. Duel. Daniel Carvajal Ramos carries the ball."
5,dribble_sequence,Dribble,5,3,True,3943043,Spain,England,1,39,1,00:01:39.129,Dribble,Luke Shaw,Left Back,England,England,51.1,2.4,midfield,right,right midfield,True,0.0,Regular Play,,,,,,,,Incomplete,True,,,,Luke Shaw takes on Daniel Carvajal Ramos - NUTMEG!,"[1:38] Luke Shaw receives. Luke Shaw under pressure, carries forward. Luke Shaw takes on Daniel Carvajal Ramos - NUTMEG!. Duel. Daniel Carvajal Ramos carries the ball."
5,dribble_sequence,Dribble,5,4,False,3943043,Spain,England,1,39,1,00:01:39.129,Duel,Daniel Carvajal Ramos,Right Back,Spain,Spain,69.0,77.7,midfield,left,left midfield,True,0.0,Regular Play,,,,,,,,,False,,,,Duel,"[1:38] Luke Shaw receives. Luke Shaw under pressure, carries forward. Luke Shaw takes on Daniel Carvajal Ramos - NUTMEG!. Duel. Daniel Carvajal Ramos carries the ball."
5,dribble_sequence,Dribble,5,5,False,3943043,Spain,England,1,39,1,00:01:39.129,Carry,Daniel Carvajal Ramos,Right Back,Spain,Spain,69.0,77.7,midfield,left,left midfield,False,4.564949,Regular Play,,,,,,,,,False,35.8,75.1,33.301651610693426,Daniel Carvajal Ramos carries the ball,"[1:38] Luke Shaw receives. Luke Shaw under pressure, carries forward. Luke Shaw takes on Daniel Carvajal Ramos - NUTMEG!. Duel. Daniel Carvajal Ramos carries the ball."
6,dribble_sequence,Dribble,5,1,False,3943043,Spain,England,7,14,1,00:07:14.247,Pressure,Fabián Ruiz Peña,Left Defensive Midfield,Spain,England,110.0,21.8,attacking third,right,right attacking third,False,1.194418,Regular Play,,,,,,,,,False,,,,Fabián Ruiz Peña presses the ball carrier,"[7:14] Fabián Ruiz Peña presses the ball carrier. Dribbled Past. Declan Rice beats the defender. Declan Rice under pressure, carries forward. Fabián Ruiz Peña presses Declan Rice."
6,dribble_sequence,Dribble,5,2,False,3943043,Spain,England,7,15,1,00:07:15.183,Dribbled Past,Fabián Ruiz Peña,Left Defensive Midfield,Spain,England,112.6,23.4,attacking third,right,right attacking third,False,0.0,Regular Play,,,,,,,,,False,,,,Dribbled Past,"[7:14] Fabián Ruiz Peña presses the ball carrier. Dribbled Past. Declan Rice beats the defender. Declan Rice under pressure, carries forward. Fabián Ruiz Peña presses Declan Rice."
6,dribble_sequence,Dribble,5,3,True,3943043,Spain,England,7,15,1,00:07:15.183,Dribble,Declan Rice,Left Defensive Midfield,England,England,7.5,56.7,defensive third,left,left defensive third,True,0.0,Regular Play,,,,,,,,Complete,False,,,,Declan Rice beats the defender,"[7:14] Fabián Ruiz Peña presses the ball carrier. Dribbled Past. Declan Rice beats the defender. Declan Rice under pressure, carries forward. Fabián Ruiz Peña presses Declan Rice."
6,dribble_sequence,Dribble,5,4,False,3943043,Spain,England,7,15,1,00:07:15.183,Carry,Declan Rice,Left Defensive Midfield,England,England,7.5,56.7,defensive third,left,left defensive third,True,2.398325,Regular Play,,,,,,,,,False,3.0,73.6,17.48885359307464,"Declan Rice under pressure, carries forward","[7:14] Fabián Ruiz Peña presses the ball carrier. Dribbled Past. Declan Rice beats the defender. Declan Rice under pressure, carries forward. Fabián Ruiz Peña presses Declan Rice."
6,dribble_sequence,Dribble,5,5,False,3943043,Spain,England,7,17,1,00:07:17.315,Pressure,Fabián Ruiz Peña,Left Defensive Midfield,Spain,England,115.5,9.8,attacking third,right,right attacking third,False,0.385355,Regular Play,,,,,,,,,False,,,,Fabián Ruiz Peña presses Declan Rice,"[7:14] Fabián Ruiz Peña presses the ball carrier. Dribbled Past. Declan Rice beats the defender. Declan Rice under pressure, carries forward. Fabián Ruiz Peña presses Declan Rice."
7,shot_sequence,Shot,5,1,False,3943043,Spain,England,11,8,1,00:11:08.897,Ball Receipt*,Nicholas Williams Arthuer,Left Wing,Spain,Spain,99.4,9.1,attacking third,right,right attacking third,False,,From Free Kick,,,,,,,,,False,,,,Nicholas Williams Arthuer receives,"[11:08] Nicholas Williams Arthuer receives. Nicholas Williams Arthuer under pressure, carries forward. John Stones presses Nicholas Williams Arthuer. Nicholas Williams Arthuer shoots - BLOCKED!. BLOCKED by John Stones!."
7,shot_sequence,Shot,5,2,False,3943043,Spain,England,11,8,1,00:11:08.897,Carry,Nicholas Williams Arthuer,Left Wing,Spain,Spain,99.4,9.1,attacking third,right,right attacking third,True,4.671013,From Free Kick,,,,,,,,,False,115.6,28.4,25.197817365795785,"Nicholas Williams Arthuer under pressure, carries forward","[11:08] Nicholas Williams Arthuer receives. Nicholas Williams Arthuer under pressure, carries forward. John Stones presses Nicholas Williams Arthuer. Nicholas Williams Arthuer shoots - BLOCKED!. BLOCKED by John Stones!."
7,shot_sequence,Shot,5,3,False,3943043,Spain,England,11,12,1,00:11:12.618,Pressure,John Stones,Right Center Back,England,Spain,10.1,54.2,defensive third,left,left defensive third,False,0.999476,From Free Kick,,,,,,,,,False,,,,John Stones presses Nicholas Williams Arthuer,"[11:08] Nicholas Williams Arthuer receives. Nicholas Williams Arthuer under pressure, carries forward. John Stones presses Nicholas Williams Arthuer. Nicholas Williams Arthuer shoots - BLOCKED!. BLOCKED by John Stones!."
7,shot_sequence,Shot,5,4,True,3943043,Spain,England,11,13,1,00:11:13.568,Shot,Nicholas Williams Arthuer,Left Wing,Spain,Spain,115.6,28.4,attacking third,central,central attacking third,True,0.050041,From Free Kick,,,,,0.06802966,Blocked,Left Foot,,False,,,,Nicholas Williams Arthuer shoots - BLOCKED!,"[11:08] Nicholas Williams Arthuer receives. Nicholas Williams Arthuer under pressure, carries forward. John Stones presses Nicholas Williams Arthuer. Nicholas Williams Arthuer shoots - BLOCKED!. BLOCKED by John Stones!."
7,shot_sequence,Shot,5,5,False,3943043,Spain,England,11,13,1,00:11:13.618,Block,John Stones,Right Center Back,England,Spain,4.1,50.8,defensive third,central,central defensive third,False,0.0,From Free Kick,,,,,,,,,False,,,,BLOCKED by John Stones!,"[11:08] Nicholas Williams Arthuer receives. Nicholas Williams Arthuer under pressure, carries forward. John Stones presses Nicholas Williams Arthuer. Nicholas Williams Arthuer shoots - BLOCKED!. BLOCKED by John Stones!."
8,shot_sequence,Shot,5,1,False,3943043,Spain,England,12,20,1,00:12:20.684,Pass,Rodrigo Hernández Cascante,Right Defensive Midfield,Spain,Spain,114.2,48.3,attacking third,central,central attacking third,True,0.950446,From Corner,Robin Aime Robert Le Normand,12.169634,High Pass,,,,,,False,,,,Rodrigo Hernández Cascante plays medium ball through the air to Robin Aime Robert Le Normand,[12:20] Rodrigo Hernández Cascante plays medium ball through the air to Robin Aime Robert Le Normand. Declan Rice presses Rodrigo Hernández Cascante. Robin Aime Robert Le Normand receives. Robin Aime Robert Le Normand shoots - just wide!. Goalkeeper deals with it.
8,shot_sequence,Shot,5,2,False,3943043,Spain,England,12,21,1,00:12:21.506,Pressure,Declan Rice,Left Defensive Midfield,England,Spain,8.3,43.2,defensive third,central,central defensive third,False,0.327752,From Corner,,,,,,,,,False,,,,Declan Rice presses Rodrigo Hernández Cascante,[12:20] Rodrigo Hernández Cascante plays medium ball through the air to Robin Aime Robert Le Normand. Declan Rice presses Rodrigo Hernández Cascante. Robin Aime Robert Le Normand receives. Robin Aime Robert Le Normand shoots - just wide!. Goalkeeper deals with it.
8,shot_sequence,Shot,5,3,False,3943043,Spain,England,12,21,1,00:12:21.635,Ball Receipt*,Robin Aime Robert Le Normand,Right Center Back,Spain,Spain,112.9,36.2,attacking third,central,central attacking third,True,,From Corner,,,,,,,,,False,,,,Robin Aime Robert Le Normand receives,[12:20] Rodrigo Hernández Cascante plays medium ball through the air to Robin Aime Robert Le Normand. Declan Rice presses Rodrigo Hernández Cascante. Robin Aime Robert Le Normand receives. Robin Aime Robert Le Normand shoots - just wide!. Goalkeeper deals with it.
8,shot_sequence,Shot,5,4,True,3943043,Spain,England,12,21,1,00:12:21.652,Shot,Robin Aime Robert Le Normand,Right Center Back,Spain,Spain,112.9,36.2,attacking third,central,central attacking third,True,1.072991,From Corner,,,,,0.11746518,Off T,Right Foot,,False,,,,Robin Aime Robert Le Normand shoots - just wide!,[12:20] Rodrigo Hernández Cascante plays medium ball through the air to Robin Aime Robert Le Normand. Declan Rice presses Rodrigo Hernández Cascante. Robin Aime Robert Le Normand receives. Robin Aime Robert Le Normand shoots - just wide!. Goalkeeper deals with it.
8,shot_sequence,Shot,5,5,False,3943043,Spain,England,12,22,1,00:12:22.725,Goal Keeper,Jordan Pickford,Goalkeeper,England,Spain,1.1,37.6,defensive third,central,central defensive third,False,0.0,From Corner,,,,,,,,,False,,,,Goalkeeper deals with it,[12:20] Rodrigo Hernández Cascante plays medium ball through the air to Robin Aime Robert Le Normand. Declan Rice presses Rodrigo Hernández Cascante. Robin Aime Robert Le Normand receives. Robin Aime Robert Le Normand shoots - just wide!. Goalkeeper deals with it.
9,shot_sequence,Shot,5,1,False,3943043,Spain,England,16,19,1,00:16:19.222,Pass,Bukayo Saka,Right Wing,England,England,106.3,57.5,attacking third,left,left attacking third,True,1.555759,From Corner,Declan Rice,19.516659,Ground Pass,,,,,,False,,,,Bukayo Saka plays medium pass along the ground to Declan Rice,[16:19] Bukayo Saka plays medium pass along the ground to Declan Rice. Rodrigo Hernández Cascante presses Bukayo Saka. Declan Rice receives. Declan Rice shoots - BLOCKED!. BLOCKED by Rodrigo Hernández Cascante!.
9,shot_sequence,Shot,5,2,False,3943043,Spain,England,16,20,1,00:16:20.211,Pressure,Rodrigo Hernández Cascante,Right Defensive Midfield,Spain,England,19.0,39.3,defensive third,central,central defensive third,False,0.676397,From Corner,,,,,,,,,False,,,,Rodrigo Hernández Cascante presses Bukayo Saka,[16:19] Bukayo Saka plays medium pass along the ground to Declan Rice. Rodrigo Hernández Cascante presses Bukayo Saka. Declan Rice receives. Declan Rice shoots - BLOCKED!. BLOCKED by Rodrigo Hernández Cascante!.
9,shot_sequence,Shot,5,3,False,3943043,Spain,England,16,20,1,00:16:20.777,Ball Receipt*,Declan Rice,Left Defensive Midfield,England,England,96.2,40.8,attacking third,central,central attacking third,True,,From Corner,,,,,,,,,False,,,,Declan Rice receives,[16:19] Bukayo Saka plays medium pass along the ground to Declan Rice. Rodrigo Hernández Cascante presses Bukayo Saka. Declan Rice receives. Declan Rice shoots - BLOCKED!. BLOCKED by Rodrigo Hernández Cascante!.
9,shot_sequence,Shot,5,4,True,3943043,Spain,England,16,20,1,00:16:20.810,Shot,Declan Rice,Left Defensive Midfield,England,England,96.2,40.8,attacking third,central,central attacking third,True,0.076667,From Corner,,,,,0.0489952,Blocked,Right Foot,,False,,,,Declan Rice shoots - BLOCKED!,[16:19] Bukayo Saka plays medium pass along the ground to Declan Rice. Rodrigo Hernández Cascante presses Bukayo Saka. Declan Rice receives. Declan Rice shoots - BLOCKED!. BLOCKED by Rodrigo Hernández Cascante!.
9,shot_sequence,Shot,5,5,False,3943043,Spain,England,16,20,1,00:16:20.887,Block,Rodrigo Hernández Cascante,Right Defensive Midfield,Spain,England,21.6,39.3,defensive third,central,central defensive third,False,0.0,From Corner,,,,,,,,,False,,,,BLOCKED by Rodrigo Hernández Cascante!,[16:19] Bukayo Saka plays medium pass along the ground to Declan Rice. Rodrigo Hernández Cascante presses Bukayo Saka. Declan Rice receives. Declan Rice shoots - BLOCKED!. BLOCKED by Rodrigo Hernández Cascante!.
10,shot_sequence,Shot,5,1,False,3943043,Spain,England,27,25,1,00:27:25.225,Carry,Fabián Ruiz Peña,Left Defensive Midfield,Spain,Spain,87.1,55.4,attacking third,left,left attacking third,True,2.522996,From Throw In,,,,,,,,,False,101.2,49.8,15.171354586852166,"Fabián Ruiz Peña under pressure, carries forward","[27:25] Fabián Ruiz Peña under pressure, carries forward. Phil Foden presses Fabián Ruiz Peña. Kobbie Mainoo presses the ball carrier. Fabián Ruiz Peña shoots - saved by the goalkeeper!. BLOCKED by Marc Guehi!."
10,shot_sequence,Shot,5,2,False,3943043,Spain,England,27,25,1,00:27:25.314,Pressure,Phil Foden,Center Attacking Midfield,England,Spain,34.4,22.9,defensive third,right,right defensive third,False,0.809889,From Throw In,,,,,,,,,False,,,,Phil Foden presses Fabián Ruiz Peña,"[27:25] Fabián Ruiz Peña under pressure, carries forward. Phil Foden presses Fabián Ruiz Peña. Kobbie Mainoo presses the ball carrier. Fabián Ruiz Peña shoots - saved by the goalkeeper!. BLOCKED by Marc Guehi!."
10,shot_sequence,Shot,5,3,False,3943043,Spain,England,27,26,1,00:27:26.905,Pressure,Kobbie Mainoo,Right Defensive Midfield,England,Spain,21.4,25.5,defensive third,right,right defensive third,False,0.685099,From Throw In,,,,,,,,,False,,,,Kobbie Mainoo presses the ball carrier,"[27:25] Fabián Ruiz Peña under pressure, carries forward. Phil Foden presses Fabián Ruiz Peña. Kobbie Mainoo presses the ball carrier. Fabián Ruiz Peña shoots - saved by the goalkeeper!. BLOCKED by Marc Guehi!."
10,shot_sequence,Shot,5,4,True,3943043,Spain,England,27,27,1,00:27:27.748,Shot,Fabián Ruiz Peña,Left Defensive Midfield,Spain,Spain,101.2,49.8,attacking third,central,central attacking third,False,0.17833,From Throw In,,,,,0.048117142,Saved,Right Foot,,False,,,,Fabián Ruiz Peña shoots - saved by the goalkeeper!,"[27:25] Fabián Ruiz Peña under pressure, carries forward. Phil Foden presses Fabián Ruiz Peña. Kobbie Mainoo presses the ball carrier. Fabián Ruiz Peña shoots - saved by the goalkeeper!. BLOCKED by Marc Guehi!."
10,shot_sequence,Shot,5,5,False,3943043,Spain,England,27,27,1,00:27:27.926,Block,Marc Guehi,Left Center Back,England,Spain,15.8,31.6,defensive third,central,central defensive third,False,0.0,From Throw In,,,,,,,,,False,,,,BLOCKED by Marc Guehi!,"[27:25] Fabián Ruiz Peña under pressure, carries forward. Phil Foden presses Fabián Ruiz Peña. Kobbie Mainoo presses the ball carrier. Fabián Ruiz Peña shoots - saved by the goalkeeper!. BLOCKED by Marc Guehi!."
11,shot_sequence,Shot,5,1,False,3942226,Spain,Germany,0,51,1,00:00:51.763,Pass,Álvaro Borja Morata Martín,Center Forward,Spain,Spain,107.6,34.5,attacking third,central,central attacking third,True,1.202933,Regular Play,Pedro González López,8.01561,Ground Pass,,,,,,False,,,,Álvaro Borja Morata Martín plays short pass along the ground to Pedro González López,[0:51] Álvaro Borja Morata Martín plays short pass along the ground to Pedro González López. Toni Kroos presses Álvaro Borja Morata Martín. Pedro González López receives. Pedro González López shoots - saved by the goalkeeper!. Goalkeeper deals with it.
11,shot_sequence,Shot,5,2,False,3942226,Spain,Germany,0,52,1,00:00:52.605,Pressure,Toni Kroos,Left Defensive Midfield,Germany,Spain,15.6,42.3,defensive third,central,central defensive third,False,0.404818,Regular Play,,,,,,,,,False,,,,Toni Kroos presses Álvaro Borja Morata Martín,[0:51] Álvaro Borja Morata Martín plays short pass along the ground to Pedro González López. Toni Kroos presses Álvaro Borja Morata Martín. Pedro González López receives. Pedro González López shoots - saved by the goalkeeper!. Goalkeeper deals with it.
11,shot_sequence,Shot,5,3,False,3942226,Spain,Germany,0,52,1,00:00:52.908,Ball Receipt*,Pedro González López,Right Center Midfield,Spain,Spain,101.5,39.7,attacking third,central,central attacking third,True,,Regular Play,,,,,,,,,False,,,,Pedro González López receives,[0:51] Álvaro Borja Morata Martín plays short pass along the ground to Pedro González López. Toni Kroos presses Álvaro Borja Morata Martín. Pedro González López receives. Pedro González López shoots - saved by the goalkeeper!. Goalkeeper deals with it.
11,shot_sequence,Shot,5,4,True,3942226,Spain,Germany,0,52,1,00:00:52.908,Shot,Pedro González López,Right Center Midfield,Spain,Spain,101.5,39.7,attacking third,central,central attacking third,True,0.554654,Regular Play,,,,,0.11743693,Saved,Left Foot,,False,,,,Pedro González López shoots - saved by the goalkeeper!,[0:51] Álvaro Borja Morata Martín plays short pass along the ground to Pedro González López. Toni Kroos presses Álvaro Borja Morata Martín. Pedro González López receives. Pedro González López shoots - saved by the goalkeeper!. Goalkeeper deals with it.
11,shot_sequence,Shot,5,5,False,3942226,Spain,Germany,0,53,1,00:00:53.462,Goal Keeper,Manuel Neuer,Goalkeeper,Germany,Spain,1.5,39.7,defensive third,central,central defensive third,False,0.0,Regular Play,,,,,,,,,False,,,,Goalkeeper deals with it,[0:51] Álvaro Borja Morata Martín plays short pass along the ground to Pedro González López. Toni Kroos presses Álvaro Borja Morata Martín. Pedro González López receives. Pedro González López shoots - saved by the goalkeeper!. Goalkeeper deals with it.
