match_id,match_date,kick_off,competition,season,home_team,away_team,home_score,away_score,match_status,match_status_360,last_updated,last_updated_360,metadata,match_week,competition_stage,stadium,referee,home_team_name,away_team_name,home_team_id,away_team_id,stage
3930184,2024-06-26,22:00:00.000,"{'competition_id': 55, 'country_name': 'Europe', 'competition_name': 'UEFA Euro'}","{'season_id': 282, 'season_name': '2024'}","{'home_team_id': 912, 'home_team_name': 'Czech Republic', 'home_team_gender': 'male', 'home_team_group': None, 'country': {'id': 60, 'name': 'Czech Republic'}, 'managers': [{'id': 1000468, 'name': 'Ivan Hašek', 'nickname': None, 'dob': '1963-09-06', 'country': {'id': 60, 'name': 'Czech Republic'}}]}","{'away_team_id': 909, 'away_team_name': 'Turkey', 'away_team_gender': 'male', 'away_team_group': None, 'country': {'id': 233, 'name': 'Turkey'}, 'managers': [{'id': 232, 'name': 'Vincenzo Montella', 'nickname': None, 'dob': '1974-06-18', 'country': {'id': 112, 'name': 'Italy'}}]}",1,2,available,available,2024-07-10T11:02:46.751020,2024-07-10T11:03:55.105146,"{'data_version': '1.1.0', 'shot_fidelity_version': '2', 'xy_fidelity_version': '2'}",3,"{'id': 10, 'name': 'Group Stage'}","{'id': 379, 'name': 'Volksparkstadion', 'country': {'id': 85, 'name': 'Germany'}}","{'id': 1011397, 'name': 'István Kovács', 'country': {'id': 187, 'name': 'Romania'}}",Czech Republic,Turkey,912,909,Group Stage
3941022,2024-07-02,22:00:00.000,"{'competition_id': 55, 'country_name': 'Europe', 'competition_name': 'UEFA Euro'}","{'season_id': 282, 'season_name': '2024'}","{'home_team_id': 915, 'home_team_name': 'Austria', 'home_team_gender': 'male', 'home_team_group': None, 'country': {'id': 15, 'name': 'Austria'}, 'managers': [{'id': 380, 'name': 'Ralf Rangnick', 'nickname': None, 'dob': '1958-06-29', 'country': {'id': 85, 'name': 'Germany'}}]}","{'away_team_id': 909, 'away_team_name': 'Turkey', 'away_team_gender': 'male', 'away_team_group': None, 'country': {'id': 233, 'name': 'Turkey'}, 'managers': [{'id': 232, 'name': 'Vincenzo Montella', 'nickname': None, 'dob': '1974-06-18', 'country': {'id': 112, 'name': 'Italy'}}]}",1,2,available,available,2024-07-10T11:29:53.368810,2024-07-10T11:31:13.553408,"{'data_version': '1.1.0', 'shot_fidelity_version': '2', 'xy_fidelity_version': '2'}",4,"{'id': 33, 'name': 'Round of 16'}","{'id': 376, 'name': 'Red Bull Arena', 'country': {'id': 85, 'name': 'Germany'}}","{'id': 2445, 'name': 'Artur Manuel Ribeiro Soares Dias', 'country': {'id': 183, 'name': 'Portugal'}}",Austria,Turkey,915,909,Round of 16
3941021,2024-07-02,19:00:00.000,"{'competition_id': 55, 'country_name': 'Europe', 'competition_name': 'UEFA Euro'}","{'season_id': 282, 'season_name': '2024'}","{'home_team_id': 905, 'home_team_name': 'Romania', 'home_team_gender': 'male', 'home_team_group': None, 'country': {'id': 187, 'name': 'Romania'}, 'managers': [{'id': 6237, 'name': 'Edward Iordănescu', 'nickname': None, 'dob': '1978-06-16', 'country': {'id': 187, 'name': 'Romania'}}]}","{'away_team_id': 941, 'away_team_name': 'Netherlands', 'away_team_gender': 'male', 'away_team_group': None, 'country': {'id': 160, 'name': 'Netherlands'}, 'managers': [{'id': 676, 'name': 'Ronald Koeman', 'nickname': None, 'dob': '1963-03-21', 'country': {'id': 160, 'name': 'Netherlands'}}]}",0,3,available,available,2024-07-12T23:26:38.304669,2024-07-12T23:28:27.122555,"{'data_version': '1.1.0', 'shot_fidelity_version': '2', 'xy_fidelity_version': '2'}",4,"{'id': 33, 'name': 'Round of 16'}","{'id': 4867, 'name': 'Allianz Arena', 'country': {'id': 85, 'name': 'Germany'}}","{'id': 241, 'name': 'Felix Zwayer', 'country': {'id': 85, 'name': 'Germany'}}",Romania,Netherlands,905,941,Round of 16
3941020,2024-07-01,22:00:00.000,"{'competition_id': 55, 'country_name': 'Europe', 'competition_name': 'UEFA Euro'}","{'season_id': 282, 'season_name': '2024'}","{'home_team_id': 780, 'home_team_name': 'Portugal', 'home_team_gender': 'male', 'home_team_group': None, 'country': {'id': 183, 'name': 'Portugal'}, 'managers': [{'id': 263, 'name': 'Roberto Martínez Montoliú', 'nickname': 'Roberto Martínez', 'dob': '1973-07-13', 'country': {'id': 214, 'name': 'Spain'}}]}","{'away_team_id': 944, 'away_team_name': 'Slovenia', 'away_team_gender': 'male', 'away_team_group': None, 'country': {'id': 208, 'name': 'Slovenia'}, 'managers': [{'id': 1733, 'name': 'Matjaž Kek', 'nickname': None, 'dob': '1961-09-09', 'country': {'id': 208, 'name': 'Slovenia'}}]}",0,0,available,available,2024-07-13T19:48:26.863138,2024-07-13T19:48:57.256302,"{'data_version': '1.1.0', 'shot_fidelity_version': '2', 'xy_fidelity_version': '2'}",4,"{'id': 33, 'name': 'Round of 16'}","{'id': 116458, 'name': 'Deutsche Bank Park', 'country': {'id': 85, 'name': 'Germany'}}","{'id': 269, 'name': 'Daniele Orsato', 'country': {'id': 112, 'name': 'Italy'}}",Portugal,Slovenia,780,944,Round of 16
3941019,2024-07-01,19:00:00.000,"{'competition_id': 55, 'country_name': 'Europe', 'competition_name': 'UEFA Euro'}","{'season_id': 282, 'season_name': '2024'}","{'home_team_id': 771, 'home_team_name': 'France', 'home_team_gender': 'male', 'home_team_group': None, 'country': {'id': 78, 'name': 'France'}, 'managers': [{'id': 545, 'name': 'Didier Deschamps', 'nickname': None, 'dob': '1968-10-15', 'country': {'id': 78, 'name': 'France'}}]}","{'away_team_id': 782, 'away_team_name': 'Belgium', 'away_team_gender': 'male', 'away_team_group': None, 'country': {'id': 22, 'name': 'Belgium'}, 'managers': [{'id': 48, 'name': 'Domenico Tedesco', 'nickname': None, 'dob': '1985-09-12', 'country': {'id': 85, 'name': 'Germany'}}]}",1,0,available,available,2024-07-10T11:03:34.307124,2024-07-10T11:04:16.590488,"{'data_version': '1.1.0', 'shot_fidelity_version': '2', 'xy_fidelity_version': '2'}",4,"{'id': 33, 'name': 'Round of 16'}","{'id': 4866, 'name': 'Merkur Spiel-Arena', 'country': {'id': 85, 'name': 'Germany'}}","{'id': 1062, 'name': 'Glenn Nyberg', 'country': {'id': 220, 'name': 'Sweden'}}",France,Belgium,771,782,Round of 16
3941018,2024-06-30,22:00:00.000,"{'competition_id': 55, 'country_name': 'Europe', 'competition_name': 'UEFA Euro'}","{'season_id': 282, 'season_name': '2024'}","{'home_team_id': 772, 'home_team_name': 'Spain', 'home_team_gender': 'male', 'home_team_group': None, 'country': {'id': 214, 'name': 'Spain'}, 'managers': [{'id': 5588, 'name': 'Luis de la Fuente Castillo', 'nickname': 'Luis de la Fuente', 'dob': '1961-06-21', 'country': {'id': 214, 'name': 'Spain'}}]}","{'away_team_id': 2138, 'away_team_name': 'Georgia', 'away_team_gender': 'male', 'away_team_group': None, 'country': {'id': 84, 'name': 'Georgia'}, 'managers': [{'id': 752, 'name': 'Willy Sagnol', 'nickname': None, 'dob': '1977-03-18', 'country': {'id': 78, 'name': 'France'}}]}",4,1,available,available,2024-07-12T06:06:58.963038,2024-07-12T06:08:12.572176,"{'data_version': '1.1.0', 'shot_fidelity_version': '2', 'xy_fidelity_version': '2'}",4,"{'id': 33, 'name': 'Round of 16'}","{'id': 363, 'name': 'RheinEnergieStadion', 'country': {'id': 85, 'name': 'Germany'}}","{'id': 79, 'name': 'François Letexier', 'country': {'id': 78, 'name': 'France'}}",Spain,Georgia,772,2138,Round of 16
3941017,2024-06-30,19:00:00.000,"{'competition_id': 55, 'country_name': 'Europe', 'competition_name': 'UEFA Euro'}","{'season_id': 282, 'season_name': '2024'}","{'home_team_id': 768, 'home_team_name': 'England', 'home_team_gender': 'male', 'home_team_group': None, 'country': {'id': 68, 'name': 'England'}, 'managers': [{'id': 277, 'name': 'Gareth Southgate', 'nickname': None, 'dob': '1970-09-03', 'country': {'id': 68, 'name': 'England'}}]}","{'away_team_id': 908, 'away_team_name': 'Slovakia', 'away_team_gender': 'male', 'away_team_group': None, 'country': {'id': 207, 'name': 'Slovakia'}, 'managers': [{'id': 1002171, 'name': 'Francesco Calzona', 'nickname': None, 'dob': '1968-10-24', 'country': {'id': 112, 'name': 'Italy'}}]}",2,1,available,available,2024-07-10T11:29:00.136519,2024-07-10T11:31:44.852038,"{'data_version': '1.1.0', 'shot_fidelity_version': '2', 'xy_fidelity_version': '2'}",4,"{'id': 33, 'name': 'Round of 16'}","{'id': 370, 'name': 'VELTINS-Arena', 'country': {'id': 85, 'name': 'Germany'}}","{'id': 845, 'name': 'Halil Umut Meler', 'country': {'id': 233, 'name': 'Turkey'}}",England,Slovakia,768,908,Round of 16
3930182,2024-06-25,22:00:00.000,"{'competition_id': 55, 'country_name': 'Europe', 'competition_name': 'UEFA Euro'}","{'season_id': 282, 'season_name': '2024'}","{'home_team_id': 776, 'home_team_name': 'Denmark', 'home_team_gender': 'male', 'home_team_group': None, 'country': {'id': 61, 'name': 'Denmark'}, 'managers': [{'id': 255, 'name': 'Kasper Hjulmand', 'nickname': None, 'dob': '1972-04-09', 'country': {'id': 61, 'name': 'Denmark'}}]}","{'away_team_id': 786, 'away_team_name': 'Serbia', 'away_team_gender': 'male', 'away_team_group': None, 'country': {'id': 203, 'name': 'Serbia'}, 'managers': [{'id': 5908, 'name': 'Dragan Stojković', 'nickname': None, 'dob': '1965-03-03', 'country': {'id': 203, 'name': 'Serbia'}}]}",0,0,available,available,2024-07-10T09:18:43.407808,2024-07-10T09:19:06.030329,"{'data_version': '1.1.0', 'shot_fidelity_version': '2', 'xy_fidelity_version': '2'}",3,"{'id': 10, 'name': 'Group Stage'}","{'id': 4867, 'name': 'Allianz Arena', 'country': {'id': 85, 'name': 'Germany'}}","{'id': 79, 'name': 'François Letexier', 'country': {'id': 78, 'name': 'France'}}",Denmark,Serbia,776,786,Group Stage
3930179,2024-06-24,22:00:00.000,"{'competition_id': 55, 'country_name': 'Europe', 'competition_name': 'UEFA Euro'}","{'season_id': 282, 'season_name': '2024'}","{'home_team_id': 906, 'home_team_name': 'Albania', 'home_team_gender': 'male', 'home_team_group': None, 'country': {'id': 3, 'name': 'Albania'}, 'managers': [{'id': 1877, 'name': 'Sylvio Mendes Campos Junior', 'nickname': 'Sylvinho', 'dob': '1974-04-12', 'country': {'id': 31, 'name': 'Brazil'}}]}","{'away_team_id': 772, 'away_team_name': 'Spain', 'away_team_gender': 'male', 'away_team_group': None, 'country': {'id': 214, 'name': 'Spain'}, 'managers': [{'id': 5588, 'name': 'Luis de la Fuente Castillo', 'nickname': 'Luis de la Fuente', 'dob': '1961-06-21', 'country': {'id': 214, 'name': 'Spain'}}]}",0,1,available,available,2024-07-01T06:01:14.238710,2024-07-01T06:07:22.418137,"{'data_version': '1.1.0', 'shot_fidelity_version': '2', 'xy_fidelity_version': '2'}",3,"{'id': 10, 'name': 'Group Stage'}","{'id': 4866, 'name': 'Merkur Spiel-Arena', 'country': {'id': 85, 'name': 'Germany'}}","{'id': 1062, 'name': 'Glenn Nyberg', 'country': {'id': 220, 'name': 'Sweden'}}",Albania,Spain,906,772,Group Stage
3940983,2024-06-29,22:00:00.000,"{'competition_id': 55, 'country_name': 'Europe', 'competition_name': 'UEFA Euro'}","{'season_id': 282, 'season_name': '2024'}","{'home_team_id': 770, 'home_team_name': 'Germany', 'home_team_gender': 'male', 'home_team_group': None, 'country': {'id': 85, 'name': 'Germany'}, 'managers': [{'id': 445, 'name': 'Julian Nagelsmann', 'nickname': None, 'dob': '1987-07-23', 'country': {'id': 85, 'name': 'Germany'}}]}","{'away_team_id': 776, 'away_team_name': 'Denmark', 'away_team_gender': 'male', 'away_team_group': None, 'country': {'id': 61, 'name': 'Denmark'}, 'managers': [{'id': 255, 'name': 'Kasper Hjulmand', 'nickname': None, 'dob': '1972-04-09', 'country': {'id': 61, 'name': 'Denmark'}}]}",2,0,available,available,2024-07-07T11:13:23.042917,2024-07-07T11:16:18.087539,"{'data_version': '1.1.0', 'shot_fidelity_version': '2', 'xy_fidelity_version': '2'}",4,"{'id': 33, 'name': 'Round of 16'}","{'id': 373, 'name': 'Signal-Iduna-Park', 'country': {'id': 85, 'name': 'Germany'}}","{'id': 1, 'name': 'Michael Oliver', 'country': {'id': 68, 'name': 'England'}}",Germany,Denmark,770,776,Round of 16
3940878,2024-06-29,19:00:00.000,"{'competition_id': 55, 'country_name': 'Europe', 'competition_name': 'UEFA Euro'}","{'season_id': 282, 'season_name': '2024'}","{'home_team_id': 773, 'home_team_name': 'Switzerland', 'home_team_gender': 'male', 'home_team_group': None, 'country': {'id': 221, 'name': 'Switzerland'}, 'managers': [{'id': 2832, 'name': 'Murat Yakin', 'nickname': None, 'dob': '1974-09-15', 'country': {'id': 221, 'name': 'Switzerland'}}]}","{'away_team_id': 914, 'away_team_name': 'Italy', 'away_team_gender': 'male', 'away_team_group': None, 'country': {'id': 112, 'name': 'Italy'}, 'managers': [{'id': 399, 'name': 'Luciano Spalletti', 'nickname': None, 'dob': '1959-03-07', 'country': {'id': 112, 'name': 'Italy'}}]}",2,0,available,available,2024-07-12T01:31:40.240029,2024-07-12T01:32:19.577126,"{'data_version': '1.1.0', 'shot_fidelity_version': '2', 'xy_fidelity_version': '2'}",4,"{'id': 33, 'name': 'Round of 16'}","{'id': 367, 'name': 'Olympiastadion Berlin', 'country': {'id': 85, 'name': 'Germany'}}","{'id': 367, 'name': 'Szymon Marciniak', 'country': {'id': 182, 'name': 'Poland'}}",Switzerland,Italy,773,914,Round of 16
3930177,2024-06-23,22:00:00.000,"{'competition_id': 55, 'country_name': 'Europe', 'competition_name': 'UEFA Euro'}","{'season_id': 282, 'season_name': '2024'}","{'home_team_id': 942, 'home_team_name': 'Scotland', 'home_team_gender': 'male', 'home_team_group': None, 'country': {'id': 201, 'name': 'Scotland'}, 'managers': [{'id': 510, 'name': 'Steve Clarke', 'nickname': None, 'dob': '1963-08-29', 'country': {'id': 201, 'name': 'Scotland'}}]}","{'away_team_id': 916, 'away_team_name': 'Hungary', 'away_team_gender': 'male', 'away_team_group': None, 'country': {'id': 103, 'name': 'Hungary'}, 'managers': [{'id': 3616, 'name': 'Marco Rossi', 'nickname': None, 'dob': '1964-09-09', 'country': {'id': 112, 'name': 'Italy'}}]}",0,1,available,available,2024-07-10T14:53:58.833786,2024-07-10T14:56:29.359087,"{'data_version': '1.1.0', 'shot_fidelity_version': '2', 'xy_fidelity_version': '2'}",3,"{'id': 10, 'name': 'Group Stage'}","{'id': 369, 'name': 'MHPArena', 'country': {'id': 85, 'name': 'Germany'}}","{'id': 1094, 'name': 'Facundo Tello Figueroa', 'country': {'id': 11, 'name': 'Argentina'}}",Scotland,Hungary,942,916,Group Stage
